ayah,token_index,surface,plain,gold_class,predicted_class,source,proof_kind,error_family
7:160,38,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
7:184,3,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
7:185,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
7:186,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
7:188,19,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:10,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:10,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:17,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:33,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:33,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:34,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:34,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:35,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:41,20,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:42,27,وَيَحْيَى,ويحيى,FIIL,JAMID,MASAQ:17697,Certificate,FIIL_to_JAMID
8:57,8,خَلْفَهُمْ,خلفهم,ISM_MUARAB,HARF,MASAQ:5225,Certificate,ISM_MUARAB_to_HARF
8:60,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
8:63,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
8:67,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
8:72,22,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:17,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:31,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:47,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:54,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:56,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:63,4,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
9:63,16,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9:72,24,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9:74,3,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:74,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:74,39,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:89,13,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9:91,19,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:100,25,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9:111,37,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9:113,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:114,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:115,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:116,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
9:117,15,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:120,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
9:120,5,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
9:122,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:3,17,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:5,14,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:6,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:13,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:15,38,يَوْمٍ,يوم,HARF,ISM_MUARAB,MASAQ:5365,Certificate,HARF_to_ISM_MUARAB
10:16,5,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:19,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:25,5,السَّلَامِ,السلام,JAMID,ISM_MUARAB,MASAQ:13928,Certificate,proper_noun_misclassified
10:27,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:28,15,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:31,2,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
10:31,11,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
10:31,20,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
10:36,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:37,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:40,11,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
10:45,18,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:51,3,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
10:53,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:60,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:61,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:61,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:61,21,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:64,15,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
10:66,7,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
10:66,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:68,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:73,3,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
10:78,13,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:91,4,قَبْلُ,قبل,HARF,ISM_MUARAB,MASAQ:351,Certificate,HARF_to_ISM_MUARAB
10:100,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:101,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
10:108,19,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:5,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:6,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:15,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
11:17,10,وَمِنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:2208,Certificate,ISM_MAWSOOL_to_HARF
11:20,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:20,18,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:20,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:26,10,يَوْمٍ,يوم,HARF,ISM_MUARAB,MASAQ:5365,Certificate,HARF_to_ISM_MUARAB
11:27,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:27,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:27,21,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:29,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:30,2,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
11:31,24,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
11:33,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:39,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
11:40,20,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
11:40,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:49,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:50,2,عَادٍ,عاد,JAMID,ISM_MUARAB,MASAQ:3127,Certificate,proper_noun_misclassified
11:50,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:53,3,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:53,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:53,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:56,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:61,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:79,4,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:83,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:86,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:88,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:88,28,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:89,17,صَالِحٍ,صالح,JAMID,ISM_MUARAB,MASAQ:29025,Certificate,proper_noun_misclassified
11:89,18,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:91,15,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:93,13,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
11:97,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:101,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:101,21,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:104,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:109,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
11:112,4,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
11:113,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:117,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
11:123,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:17,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:31,25,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:35,11,حِينٍ,حين,HARF,ISM_MUARAB,MASAQ:581,Certificate,HARF_to_ISM_MUARAB
12:38,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:40,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:40,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:42,3,ظَنَّ,ظن,FIIL,ISM_MUARAB,MASAQ:8761,Certificate,verb_misread_as_noun
12:44,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:51,12,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:53,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:65,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:67,12,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:68,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:73,5,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:73,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:75,3,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
12:76,14,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
12:76,27,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
12:77,22,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
12:81,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:81,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:90,15,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
12:102,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:103,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:104,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:106,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:108,14,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:109,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
12:111,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
13:8,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:8,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:10,6,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
13:10,9,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
13:11,30,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:14,19,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:14,22,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:16,2,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
13:23,4,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
13:26,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:34,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:37,12,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
13:38,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
13:43,12,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
14:2,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:4,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:8,6,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
14:11,17,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:12,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:17,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:20,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:21,31,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
14:22,13,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:22,28,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
14:22,31,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:26,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
14:38,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:38,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
14:44,23,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
15:4,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:5,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:8,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
15:8,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:11,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:20,5,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
15:21,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:22,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:42,8,مَنِ,من,HARF,ISM_MAWSOOL,MASAQ:3539,Certificate,harf_vs_mawsool_ambiguity
15:48,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:85,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
15:85,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:13,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:19,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:21,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:23,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:28,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
16:33,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:35,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
16:37,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:43,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:49,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:53,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:61,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
16:64,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:76,23,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
16:77,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:77,6,أَمْرُ,أمر,FIIL,ISM_MUARAB,MASAQ:10824,Certificate,verb_misread_as_noun
16:79,9,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
16:96,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:97,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
16:101,7,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
16:106,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
16:115,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:118,10,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:123,9,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
16:125,15,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
16:125,21,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
16:127,2,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
17:15,1,مَنِ,من,HARF,ISM_MAWSOOL,MASAQ:3539,Certificate,harf_vs_mawsool_ambiguity
17:15,16,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
17:18,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
17:20,8,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
17:25,2,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
17:41,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
17:44,6,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
17:47,2,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
17:51,8,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
17:54,2,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
17:54,11,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
