surah,ayah,token_index,surface,plain,prev,next,gold,pred,candidates,certainty,needs_context,resolution_reason
4,9,5,مِنْ,من,تَرَكُوا,خَلْفِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,10,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,11,16,مَا,ما,ثُلُثَا,تَرَكَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,11,30,إِنْ,إن,تَرَكَ,كَانَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,11,49,مِنْ,من,السُّدُسُ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,11,65,مِنَ,من,فَرِيضَةً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,11,67,إِنَّ,إن,اللَّهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,12,3,مَا,ما,نِصْفُ,تَرَكَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,12,6,إِنْ,إن,أَزْوَاجُكُمْ,لَمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,12,19,مِنْ,من,تَرَكْنَ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,12,30,إِنْ,إن,تَرَكْتُمْ,لَمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,12,43,مِنْ,من,تَرَكْتُمْ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,12,68,مِنْ,من,أَكْثَرَ,ذَلِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,12,74,مِنْ,من,الثُّلُثِ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,12,81,غَيْرَ,غير,دَيْنٍ,مُضَارٍّ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
4,12,84,مِنَ,من,وَصِيَّةً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,13,11,مِنْ,من,تَجْرِي,تَحْتِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,15,4,مِنْ,من,الْفَاحِشَةَ,نِسَائِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,15,15,حَتَّى,حتى,الْبُيُوتِ,يَتَوَفَّاهُنَّ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
4,16,10,إِنَّ,إن,عَنْهُمَا,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,17,11,مِنْ,من,يَتُوبُونَ,قَرِيبٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,18,6,حَتَّى,حتى,السَّيِّئَاتِ,إِذَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
4,19,7,أَنْ,أن,لَكُمْ,تَرِثُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,19,15,مَا,ما,بِبَعْضِ,آتَيْتُمُوهُنَّ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,19,17,إِلَّا,إلا,آتَيْتُمُوهُنَّ,أَنْ,HARF,HARF,,Certificate,False,MASAQ:106
4,19,18,أَنْ,أن,إِلَّا,يَأْتِينَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,19,27,أَنْ,أن,فَعَسَى,تَكْرَهُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,22,3,مَا,ما,تَنْكِحُوا,نَكَحَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,22,6,مِنَ,من,آبَاؤُكُمْ,النِّسَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,22,8,إِلَّا,إلا,النِّسَاءِ,مَا,HARF,HARF,,Certificate,False,MASAQ:106
4,22,9,مَا,ما,إِلَّا,قَدْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,23,16,مِنَ,من,وَأَخَوَاتُكُمْ,الرَّضَاعَةِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,23,24,مِنْ,من,حُجُورِكُمْ,نِسَائِكُمُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,23,40,مِنْ,من,الَّذِينَ,أَصْلَابِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,23,46,إِلَّا,إلا,الْأُخْتَيْنِ,مَا,HARF,HARF,,Certificate,False,MASAQ:106
4,23,47,مَا,ما,إِلَّا,قَدْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,23,50,إِنَّ,إن,سَلَفَ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,24,2,مِنَ,من,وَالْمُحْصَنَاتُ,النِّسَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,24,4,إِلَّا,إلا,النِّسَاءِ,مَا,HARF,HARF,,Certificate,False,MASAQ:106
4,24,5,مَا,ما,إِلَّا,مَلَكَتْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,24,13,مَا,ما,لَكُمْ,وَرَاءَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,24,16,أَنْ,أن,ذَلِكُمْ,تَبْتَغُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,24,20,غَيْرَ,غير,مُحْصِنِينَ,مُسَافِحِينَ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
4,24,35,مِنْ,من,بِهِ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,24,38,إِنَّ,إن,الْفَرِيضَةِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,25,6,أَنْ,أن,طَوْلَاً,يَنْكِحَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,25,11,مَا,ما,فَمِنْ,مَلَكَتْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,25,14,مِنْ,من,أَيْمَانُكُمْ,فَتَيَاتِكُمُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,25,21,مِنْ,من,بَعْضُكُمْ,بَعْضٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,25,30,غَيْرَ,غير,مُحْصَنَاتٍ,مُسَافِحَاتٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
4,25,42,مَا,ما,نِصْفُ,عَلَى,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,25,45,مِنَ,من,الْمُحْصَنَاتِ,الْعَذَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,26,8,مِنْ,من,الَّذِينَ,قَبْلِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,27,3,أَنْ,أن,يُرِيدُ,يَتُوبَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,27,10,أَنْ,أن,الشَّهَوَاتِ,تَمِيلُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,28,3,أَنْ,أن,اللَّهُ,يُخَفِّفَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,29,9,إِلَّا,إلا,بِالْبَاطِلِ,أَنْ,HARF,HARF,,Certificate,False,MASAQ:106
4,29,10,أَنْ,أن,إِلَّا,تَكُونَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,29,19,إِنَّ,إن,أَنْفُسَكُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,31,1,إِنْ,إن,,تَجْتَنِبُوا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,31,4,مَا,ما,كَبَائِرَ,تُنْهَوْنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,32,3,مَا,ما,تَتَمَنَّوْا,فَضَّلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,32,20,مِنْ,من,اللَّهَ,فَضْلِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,32,22,إِنَّ,إن,فَضْلِهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,33,13,إِنَّ,إن,نَصِيبَهُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,34,5,بِمَا,بما,النِّسَاءِ,فَضَّلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
4,34,13,مِنْ,من,أَنْفَقُوا,أَمْوَالِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,34,19,بِمَا,بما,لِلْغَيْبِ,حَفِظَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
4,34,36,إِنَّ,إن,سَبِيلَاً,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,35,7,مِنْ,من,حَكَمَاً,أَهْلِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,35,10,مِنْ,من,وَحَكَمَاً,أَهْلِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,35,12,إِنْ,إن,أَهْلِهَا,يُرِيدَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,35,18,إِنَّ,إن,بَيْنَهُمَا,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,36,25,إِنَّ,إن,أَيْمَانُكُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,36,29,مَنْ,من,يُحِبُّ,كَانَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
4,37,7,مَا,ما,وَيَكْتُمُونَ,آتَاهُمُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,37,10,مِنْ,من,اللَّهُ,فَضْلِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,40,1,إِنَّ,إن,,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,40,12,مِنْ,من,وَيُؤْتِ,لَدُنْهُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,41,4,مِنْ,من,جِئْنَا,كُلِّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,43,9,حَتَّى,حتى,سُكَارَى,تَعْلَمُوا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
4,43,11,مَا,ما,تَعْلَمُوا,تَقُولُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,43,15,إِلَّا,إلا,جُنُبَاً,عَابِرِي,HARF,HARF,,Certificate,False,MASAQ:106
4,43,18,حَتَّى,حتى,سَبِيلٍ,تَغْتَسِلُوا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
4,43,30,مِنَ,من,مِنْكُمْ,الْغَائِطِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,43,44,إِنَّ,إن,وَأَيْدِيكُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,44,7,مِنَ,من,نَصِيبَاً,الْكِتَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,44,12,أَنْ,أن,وَيُرِيدُونَ,تَضِلُّوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,46,1,مِنَ,من,,الَّذِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,46,12,غَيْرَ,غير,وَاسْمَعْ,مُسْمَعٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
4,46,37,إِلَّا,إلا,يُؤْمِنُونَ,قَلِيلَاً,HARF,HARF,,Certificate,False,MASAQ:106
4,47,6,بِمَا,بما,آمِنُوا,نَزَّلْنَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
4,47,11,مِنْ,من,مَعَكُمْ,قَبْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,47,13,أَنْ,أن,قَبْلِ,نَطْمِسَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,48,1,إِنَّ,إن,,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,48,5,أَنْ,أن,يَغْفِرُ,يُشْرَكَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,48,9,مَا,ما,وَيَغْفِرُ,دُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,48,10,دُونَ,دون,مَا,ذَلِكَ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:10836
4,49,10,مَنْ,من,يُزَكِّي,يَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
4,51,7,مِنَ,من,نَصِيبَاً,الْكِتَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,51,17,مِنَ,من,أَهْدَى,الَّذِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,53,4,مِنَ,من,نَصِيبٌ,الْمُلْكِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,54,5,مَا,ما,عَلَى,آتَاهُمُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,54,8,مِنْ,من,اللَّهُ,فَضْلِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,55,2,مَنْ,من,فَمِنْهُمْ,آمَنَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
4,55,6,مَنْ,من,وَمِنْهُمْ,صَدَّ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
4,56,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,56,16,إِنَّ,إن,الْعَذَابَ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,57,8,مِنْ,من,تَجْرِي,تَحْتِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,58,1,إِنَّ,إن,,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,58,4,أَنْ,أن,يَأْمُرُكُمْ,تُؤَدُّوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,58,13,أَنْ,أن,النَّاسِ,تَحْكُمُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,58,16,إِنَّ,إن,بِالْعَدْلِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,58,21,إِنَّ,إن,بِهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,59,19,إِنْ,إن,وَالرَّسُولِ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,60,8,بِمَا,بما,آمَنُوا,أُنْزِلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
4,60,13,مِنْ,من,أُنْزِلَ,قَبْلِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,60,16,أَنْ,أن,يُرِيدُونَ,يَتَحَاكَمُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,60,22,أَنْ,أن,أُمِرُوا,يَكْفُرُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,60,27,أَنْ,أن,الشَّيْطَانُ,يُضِلَّهُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,61,6,مَا,ما,إِلَى,أَنْزَلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,62,5,بِمَا,بما,مُصِيبَةٌ,قَدَّمَتْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
4,62,12,إِنْ,إن,بِاللَّهِ,أَرَدْنَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
4,62,14,إِلَّا,إلا,أَرَدْنَا,إِحْسَانَاً,HARF,HARF,,Certificate,False,MASAQ:106
4,63,5,مَا,ما,اللَّهُ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,64,3,مِنْ,من,أَرْسَلْنَا,رَسُولٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,64,5,إِلَّا,إلا,رَسُولٍ,لِيُطَاعَ,HARF,HARF,,Certificate,False,MASAQ:106
4,65,5,حَتَّى,حتى,يُؤْمِنُونَ,يُحَكِّمُوكَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
4,66,5,أَنِ,أن,عَلَيْهِمْ,اقْتُلُوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
4,66,10,مِنْ,من,اخْرُجُوا,دِيَارِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,66,12,مَا,ما,دِيَارِكُمْ,فَعَلُوهُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,66,14,إِلَّا,إلا,فَعَلُوهُ,قَلِيلٌ,HARF,HARF,,Certificate,False,MASAQ:106
4,66,20,مَا,ما,فَعَلُوا,يُوعَظُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,67,3,مِنْ,من,لَآتَيْنَاهُمْ,لَدُنَّا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,69,11,مِنَ,من,عَلَيْهِمْ,النَّبِيِّينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,70,3,مِنَ,من,الْفَضْلُ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,73,4,مِنَ,من,فَضْلٌ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,75,9,مِنَ,من,وَالْمُسْتَضْعَفِينَ,الرِّجَالِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
4,75,17,مِنْ,من,أَخْرِجْنَا,هَذِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,75,24,مِنْ,من,لَنَا,لَدُنْكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,75,29,مِنْ,من,لَنَا,لَدُنْكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,76,16,إِنَّ,إن,الشَّيْطَانِ,كَيْدَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
4,78,15,مِنْ,من,هَذِهِ,عِنْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,78,23,مِنْ,من,هَذِهِ,عِنْدِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,78,27,مِنْ,من,كُلٌّ,عِنْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,79,1,مَا,ما,,أَصَابَكَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,79,3,مِنْ,من,أَصَابَكَ,حَسَنَةٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,79,9,مِنْ,من,أَصَابَكَ,سَيِّئَةٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,80,1,مَنْ,من,,يُطِعِ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
4,81,5,مِنْ,من,بَرَزُوا,عِنْدِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,81,10,غَيْرَ,غير,مِنْهُمْ,الَّذِي,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
4,81,15,مَا,ما,يَكْتُبُ,يُبَيِّتُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
4,82,6,مِنْ,من,كَانَ,عِنْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
4,82,8,غَيْرِ,غير,عِنْدِ,اللَّهِ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:25
4,83,4,مِنَ,من,أَمْرٌ,الْأَمْنِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
