surah,ayah,token_index,surface,plain,prev,next,gold_class,pred_class,candidates,certainty,source,proof_kind,error_family
7,123,7,آذَنَ,آذن,أَنْ,لَكُمْ,FIIL,HARF,HARF,Certificate,registry:plain:02_mabniyat/present_naseb_tools.json#3,Certificate,FIIL_to_HARF
7,124,6,ثُمَّ,ثم,خِلَافٍ,لَأُصَلِّبَنَّكُمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
7,126,1,وَمَا,وما,,تَنْقِمُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
7,126,9,لَمَّا,لما,رَبِّنَا,جَاءَتْنَا,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
7,131,12,وَمَنْ,ومن,بِمُوسَى,مَعَهُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
7,132,2,مَهْمَا,مهما,وَقَالُوا,تَأْتِنَا,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/jazm_tools.json#,Hypothesis,harf_vs_mabni
7,134,12,عِنْدَكَ,عندك,عَهِدَ,لَئِنْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
7,135,6,أَجَلٍ,أجل,إِلَى,هُمْ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/letters_answers.json#3,Certificate,ISM_MUARAB_to_HARF
7,135,9,إِذَا,إذا,بَالِغُوهُ,هُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
7,137,27,وَمَا,وما,وَقَوْمُهُ,كَانُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
7,143,8,رَبِّ,رب,قَالَ,أَرِنِي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
7,149,7,قَدْ,قد,أَنَّهُمْ,ضَلُّوا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
7,151,2,رَبِّ,رب,قَالَ,اغْفِرْ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
7,153,4,ثُمَّ,ثم,السَّيِّئَاتِ,تَابُوا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
7,155,11,رَبِّ,رب,قَالَ,لَوْ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
7,160,9,إِذِ,إذ,مُوسَى,اسْتَسْقَاهُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
7,160,21,قَدْ,قد,عَيْنَاً,عَلِمَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
7,160,38,وَمَا,وما,رَزَقْنَاكُمْ,ظَلَمُونَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
7,161,9,حَيْثُ,حيث,مِنْهَا,شِئْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
7,163,8,إِذْ,إذ,الْبَحْرِ,يَعْدُونَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
7,163,12,إِذْ,إذ,السَّبْتِ,تَأْتِيهِمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
7,182,6,حَيْثُ,حيث,مِنْ,لَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
7,184,3,مَا,ما,يَتَفَكَّرُوا,بِصَاحِبِهِمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
7,185,7,وَمَا,وما,وَالْأَرْضِ,خَلَقَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
7,186,1,مَنْ,من,,يُضْلِلِ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
7,188,19,وَمَا,وما,الْخَيْرِ,مَسَّنِيَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
7,195,23,ثُمَّ,ثم,شُرَكَاءَكُمْ,كِيدُونِ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
7,201,4,إِذَا,إذا,اتَّقَوْا,مَسَّهُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
7,202,5,ثُمَّ,ثم,الْغَيِّ,لَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
7,203,13,إِلَيَّ,إلي,يُوحَى,مِنْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
8,1,11,ذَاتَ,ذات,وَأَصْلِحُوا,بَيْنِكُمْ,ISM_MUARAB,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#19,Certificate,ISM_MUARAB_to_ISM_MAWSOOL
8,2,4,إِذَا,إذا,الَّذِينَ,ذُكِرَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
8,7,11,ذَاتِ,ذات,غَيْرَ,الشَّوْكَةِ,ISM_MUARAB,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#19,Certificate,ISM_MUARAB_to_ISM_MAWSOOL
8,9,1,إِذْ,إذ,,تَسْتَغِيثُونَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,10,1,وَمَا,وما,,جَعَلَهُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,10,9,وَمَا,وما,قُلُوبُكُمْ,النَّصْرُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,11,1,إِذْ,إذ,,يُغَشِّيكُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,12,1,إِذْ,إذ,,يُوحِي,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,15,4,إِذَا,إذا,آمَنُوا,لَقِيتُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
8,17,6,وَمَا,وما,قَتَلَهُمْ,رَمَيْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,17,8,إِذْ,إذ,رَمَيْتَ,رَمَيْتَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,24,7,إِذَا,إذا,وَلِلرَّسُولِ,دَعَاكُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
8,26,2,إِذْ,إذ,وَاذْكُرُوا,أَنْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,31,6,قَدْ,قد,قَالُوا,سَمِعْنَا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
8,32,3,اللَّهُمَّ,اللهم,قَالُوا,إِنْ,JAMID,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#33,Certificate,JAMID_to_ISM_MAWSOOL
8,33,1,وَمَا,وما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,33,7,وَمَا,وما,فِيهِمْ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,34,1,وَمَا,وما,,لَهُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,34,11,وَمَا,وما,الْحَرَامِ,كَانُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,35,1,وَمَا,وما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,36,11,ثُمَّ,ثم,فَسَيُنْفِقُونَهَا,تَكُونُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
8,36,15,ثُمَّ,ثم,حَسْرَةً,يُغْلَبُونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
8,38,9,قَدْ,قد,مَا,سَلَفَ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
8,41,20,وَمَا,وما,بِاللَّهِ,أَنْزَلْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,42,1,إِذْ,إذ,,أَنْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,42,27,وَيَحْيَى,ويحيى,بَيِّنَةٍ,مَنْ,FIIL,JAMID,,Certificate,MASAQ:17697,Certificate,FIIL_to_JAMID
8,42,29,حَيَّ,حي,مَنْ,عَنْ,ISM_MUARAB,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#5,Hypothesis,ISM_MUARAB_to_ISM_MABNI
8,43,1,إِذْ,إذ,,يُرِيكَهُمُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,44,3,إِذِ,إذ,يُرِيكُمُوهُمْ,الْتَقَيْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,45,4,إِذَا,إذا,آمَنُوا,لَقِيتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
8,49,1,إِذْ,إذ,,يَقُولُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,50,3,إِذْ,إذ,تَرَى,يَتَوَفَّى,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
8,56,4,ثُمَّ,ثم,مِنْهُمْ,يَنْقُضُونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
8,57,8,خَلْفَهُمْ,خلفهم,مَنْ,لَعَلَّهُمْ,ISM_MUARAB,HARF,,Certificate,MASAQ:5225,Certificate,ISM_MUARAB_to_HARF
8,60,22,وَمَا,وما,يَعْلَمُهُمْ,تُنْفِقُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
8,63,10,مَا,ما,جَمِيعَاً,أَلَّفْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
8,64,3,حَسْبُكَ,حسبك,النَّبِيُّ,اللَّهُ,ISM_MUARAB,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#1,Hypothesis,ISM_MUARAB_to_ISM_MABNI
8,66,1,الْآنَ,الآن,,خَفَّفَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#4,Certificate,harf_vs_mabni
8,67,1,مَا,ما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
8,72,22,مَا,ما,يُهَاجِرُوا,لَكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,4,6,ثُمَّ,ثم,الْمُشْرِكِينَ,لَمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,5,7,حَيْثُ,حيث,الْمُشْرِكِينَ,وَجَدْتُمُوهُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#1,Certificate,harf_vs_mabni
9,6,11,ثُمَّ,ثم,اللَّهِ,أَبْلِغْهُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,17,1,مَا,ما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,25,9,إِذْ,إذ,حُنَيْنٍ,أَعْجَبَتْكُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
9,25,21,ثُمَّ,ثم,رَحُبَتْ,وَلَّيْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,26,1,ثُمَّ,ثم,,أَنْزَلَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,27,1,ثُمَّ,ثم,,يَتُوبُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,30,22,أَنَّى,أنى,اللَّهُ,يُؤْفَكُونَ,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
9,31,11,وَمَا,وما,مَرْيَمَ,أُمِرُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,38,6,إِذَا,إذا,لَكُمْ,قِيلَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,40,6,إِذْ,إذ,اللَّهُ,أَخْرَجَهُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
9,40,12,إِذْ,إذ,اثْنَيْنِ,هُمَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
9,40,16,إِذْ,إذ,الْغَارِ,يَقُولُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
9,47,4,مَا,ما,فِيكُمْ,زَادُوكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,50,9,قَدْ,قد,يَقُولُوا,أَخَذْنَا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
9,54,1,وَمَا,وما,,مَنَعَهُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,56,5,وَمَا,وما,لَمِنْكُمْ,هُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,58,14,إِذَا,إذا,مِنْهَا,هُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,61,7,أُذُنٌ,أذن,هُوَ,قُلْ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/present_naseb_tools.json#3,Certificate,ISM_MUARAB_to_HARF
9,61,9,أُذُنُ,أذن,قُلْ,خَيْرٍ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/present_naseb_tools.json#3,Certificate,ISM_MUARAB_to_HARF
9,63,4,مَنْ,من,أَنَّهُ,يُحَادِدِ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,63,16,الْعَظِيمُ,العظيم,الْخِزْيُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9,66,3,قَدْ,قد,تَعْتَذِرُوا,كَفَرْتُمْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
9,72,24,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9,74,3,مَا,ما,بِاللَّهِ,قَالُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,74,16,وَمَا,وما,يَنَالُوا,نَقَمُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,74,39,وَمَا,وما,وَالْآخِرَةِ,لَهُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,89,13,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9,91,15,إِذَا,إذا,حَرَجٌ,نَصَحُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,91,19,مَا,ما,وَرَسُولِهِ,عَلَى,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,92,4,إِذَا,إذا,الَّذِينَ,مَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,94,3,إِذَا,إذا,إِلَيْكُمْ,رَجَعْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,94,12,قَدْ,قد,لَكُمْ,نَبَّأَنَا,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#9,Hypothesis,harf_vs_mabni
9,94,21,ثُمَّ,ثم,وَرَسُولُهُ,تُرَدُّونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,95,4,إِذَا,إذا,لَكُمْ,انْقَلَبْتُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,100,25,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9,101,18,ثُمَّ,ثم,مَرَّتَيْنِ,يُرَدُّونَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,111,37,الْعَظِيمُ,العظيم,الْفَوْزُ,,ISM_MUARAB,JAMID,,Certificate,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
9,113,1,مَا,ما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,114,1,وَمَا,وما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,115,1,وَمَا,وما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,115,7,إِذْ,إذ,بَعْدَ,هَدَاهُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
9,116,9,وَمَا,وما,وَيُمِيتُ,لَكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,117,15,مَا,ما,بَعْدِ,كَادَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,117,21,ثُمَّ,ثم,مِنْهُمْ,تَابَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,118,6,إِذَا,إذا,حَتَّى,ضَاقَتْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,118,23,ثُمَّ,ثم,إِلَيْهِ,تَابَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,120,1,مَا,ما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
9,120,5,وَمَنْ,ومن,الْمَدِينَةِ,حَوْلَهُمْ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
9,122,1,وَمَا,وما,,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
9,122,18,إِذَا,إذا,قَوْمَهُمْ,رَجَعُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
9,126,11,ثُمَّ,ثم,مَرَّتَيْنِ,لَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,127,13,ثُمَّ,ثم,أَحَدٍ,انْصَرَفُوا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
9,129,13,رَبُّ,رب,وَهُوَ,الْعَرْشِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
10,3,11,ثُمَّ,ثم,أَيَّامٍ,اسْتَوَى,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
10,3,17,مَا,ما,الْأَمْرَ,مِنْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
10,4,10,ثُمَّ,ثم,الْخَلْقَ,يُعِيدُهُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
