sura,verse,word_no,word,truth_root,category,v2_top1_wazn,v2_top1_root,v2_top1_conf,v2_top3_roots,top1_ok,top3_ok
2,173,11,لِغَيْرِ,غير,weak,فَعْل,غور,0.956,غور | غير | وغر,no,yes
2,173,12,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,173,13,فَمَنِ,م,other,فَعَل,فمن,0.900,فمن | فمن | فمن,no,no
2,173,14,اضْطُرَّ,ضرر,geminate_sound,افْعُل,ضطر,0.925,ضطر | ضطر | ضطر,no,no
2,173,15,غَيْرَ,غير,weak,فَعَلَ,غير,1.000,غير | غور | غير,yes,yes
2,173,16,بَاغٍ,بغي,weak,فَعل,وبغ,0.990,وبغ | بغي | باغ,no,yes
2,173,17,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,173,18,عَادٍ,عاد,weak,عَادٍ,N/A,1.000,N/A,,
2,173,19,فَلَا,,no_truth,فَعل,فلو,1.000,فلو | فلي | فلا,,
2,173,20,إِثْمَ,ءثم,hamza_sound,فِعْل,ءثم,1.000,ءثم | ءثم | ءثم,yes,yes
2,173,21,عَلَيْهِ,علي,weak,فَعَلَة,علو,1.000,علو | علو | علو,no,no
2,173,22,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
2,173,23,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,173,24,غَفُورٌ,غفر,sound,فَعُول,غفر,1.000,غفر | غفر | غفر,yes,yes
2,173,25,رَحِيمٌ,رحم,sound,فَعِيل,رحم,1.000,رحم | رحم | رحم,yes,yes
2,174,1,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
2,174,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,174,3,يَكْتُمُونَ,كتم,sound,يَفْعُلُ,كتم,0.931,كتم | كتم | كتم,yes,yes
2,174,4,مَا,ما,other,,,0.000,,no,no
2,174,5,أَنْزَلَ,,no_truth,أَفْعَل,نزل,1.000,نزل | نزل | نزل,,
2,174,6,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
2,174,7,مِنَ,م,other,,,0.000,,no,no
2,174,8,الْكِتَابِ,كتب,sound,فِعَال,كتب,0.957,كتب | كتب | كتب,yes,yes
2,174,9,وَيَشْتَرُونَ,شري,weak,يَفْعَلُ,شتر,0.720,شتر | يشتر | شتر,no,no
2,174,10,بِهِ,ب,other,,,0.000,,no,no
2,174,11,ثَمَنَاً,,no_truth,فَعَلَ,ثمن,1.000,ثمن | ثمن | ثمن,,
2,174,12,قَلِيلَاً,,no_truth,فَعِيل,قلل,0.957,قلل | قلل | قلو,,
2,174,13,أُولَئِكَ,ءلي,weak,أَفعَل,لءي,0.842,لءي | لءي | لءي,no,no
2,174,14,مَا,ما,other,,,0.000,,no,no
2,174,15,يَأْكُلُونَ,,no_truth,يَفْعُلُ,ءكل,0.931,ءكل | ءكل | ءكل,,
2,174,16,فِي,في,other,,,0.000,,no,no
2,174,17,بُطُونِهِمْ,,no_truth,فُعُول,بطن,0.957,بطن | بطن | بطن,,
2,174,18,إِلَّا,,no_truth,فَعَل,ءلو,1.000,ءلو | ءلي | ءلو,,
2,174,19,النَّارَ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
2,174,20,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,174,21,يُكَلِّمُهُمُ,كلم,sound,يُفَعِّل,كلم,0.862,كلم | كلم | كلم,yes,yes
2,174,22,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
2,174,23,يَوْمَ,يوم,weak,فَعَلَ,يوم,1.000,يوم | يوم | يوم,yes,yes
2,174,24,الْقِيَامَةِ,قوم,weak,فِعَالَة,قوم,0.998,قوم | قوم | قوم,yes,yes
2,174,25,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,174,26,يُزَكِّيهِمْ,,no_truth,يُفَعِّل,زكو,0.956,زكو | زيك | زوك,,
2,174,27,وَلَهُمْ,,no_truth,فَعُل,لهم,0.931,لهم | لهم | لهم,,
2,174,28,عَذَابٌ,عذب,sound,فَعَال,عذب,1.000,عذب | عذب | عذب,yes,yes
2,174,29,أَلِيمٌ,ءلم,hamza_sound,فَعِيل,ءلم,1.000,ءلم | لوم | لمي,yes,yes
2,175,1,أُولَئِكَ,ءلي,weak,أَفعَل,لءي,0.842,لءي | لءي | لءي,no,no
2,175,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,175,3,اشْتَرَوْا,شري,weak,افْتَعَل,شري,0.699,شري | شري | شري,yes,yes
2,175,4,الضَّلَالَةَ,,no_truth,فَعَالَة,ضلل,0.973,ضلل | ضلل | ضلل,,
2,175,5,بِالْهُدَى,هدي,weak,فُعَل,هدي,1.000,هدي | هدي | هدي,yes,yes
2,175,6,وَالْعَذَابَ,,no_truth,فَعَال,عذب,0.904,عذب | عذب | عذب,,
2,175,7,بِالْمَغْفِرَةِ,غفر,sound,مَفْعِلَة,غفر,0.919,غفر | غفر | غفر,yes,yes
2,175,8,فَمَا,ما,other,فَعَل,فما,1.000,فما | فوم | فما,no,no
2,175,9,أَصْبَرَهُمْ,,no_truth,أَفْعَل,صبر,0.957,صبر | صبر | صبر,,
2,175,10,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,175,11,النَّارِ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
2,176,1,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
2,176,2,بِأَنَّ,ءن,other,فَعَلَ,بءن,0.900,بءن | بءن | بنن,no,no
2,176,3,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,176,4,نَزَّلَ,نزل,sound,فَعَل,نزل,1.000,نزل | نزل | نزل,yes,yes
2,176,5,الْكِتَابَ,كتب,sound,فِعَال,كتب,0.957,كتب | كتب | كتب,yes,yes
2,176,6,بِالْحَقِّ,حقق,geminate_sound,افْعَل,لحق,0.957,لحق | لحق | لحق,no,no
2,176,7,وَإِنَّ,ءن,other,فَعِلَ,وءن,1.000,وءن | ءين | ءني,no,no
2,176,8,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,176,9,اخْتَلَفُوا,خلف,sound,افْتَعَلُو,خلف,0.724,خلف | خلف | خلف,yes,yes
2,176,10,فِي,في,other,,,0.000,,no,no
2,176,11,الْكِتَابِ,كتب,sound,فِعَال,كتب,0.957,كتب | كتب | كتب,yes,yes
2,176,12,لَفِي,في,other,فَعل,لفي,1.000,لفي | لفو | لفي,no,no
2,176,13,شِقَاقٍ,شقق,geminate_sound,فِعَال,شقق,1.000,شقق | شقق | شقق,yes,yes
2,176,14,بَعِيدٍ,بعد,sound,فَعِيل,بعد,1.000,بعد | بعد | عود,yes,yes
2,177,1,لَيْسَ,ليس,weak,فَعَلَ,ليس,1.000,ليس | لوس | ليس,yes,yes
2,177,2,الْبِرَّ,برر,geminate_sound,فِعْل,برر,0.931,برر | برر | برر,yes,yes
2,177,3,أَنْ,,no_truth,,,0.000,,,
2,177,4,تُوَلُّوا,ولي,weak,فَعُول,ولي,1.000,ولي | ولي | ولي,yes,yes
2,177,5,وُجُوهَكُمْ,,no_truth,فُعُول,وجه,0.957,وجه | وجه | وجه,,
2,177,6,قِبَلَ,قبل,sound,فَعَلَ,قبل,1.000,قبل | قبل | قبل,yes,yes
2,177,7,الْمَشْرِقِ,شرق,sound,مَفْعِل,شرق,0.957,شرق | شرق | شرق,yes,yes
2,177,8,وَالْمَغْرِبِ,غرب,sound,مَفْعِل,غرب,0.904,غرب | غرب | غرب,yes,yes
2,177,9,وَلَكِنَّ,لكن,sound,فَعِلَ,لكن,1.000,لكن | لكن | لكن,yes,yes
2,177,10,الْبِرَّ,برر,geminate_sound,فِعْل,برر,0.931,برر | برر | برر,yes,yes
2,177,11,مَنْ,,no_truth,,,0.000,,,
2,177,12,آمَنَ,,no_truth,فَاعَل,ءمن,1.000,ءمن | مون | مين,,
2,177,13,بِاللَّهِ,ءله,hamza_sound,بِاللَّهِ,ءله,1.000,ءله,yes,yes
2,177,14,وَالْيَوْمِ,يوم,weak,فَعْل,يوم,0.880,يوم | يوم | يوم,yes,yes
2,177,15,الْآخِرِ,,no_truth,فَاعِل,ءخر,0.957,ءخر | خور | خير,,
2,177,16,وَالْمَلَائِكَةِ,,no_truth,فَعَائِلَة,ملك,0.836,ملك | لءك | ملك,,
2,177,17,وَالْكِتَابِ,كتب,sound,فِعَال,كتب,0.904,كتب | كتب | كتب,yes,yes
2,177,18,وَالنَّبِيِّينَ,,no_truth,فِعلِيل,نبين,0.627,نبين | نبين | نون,,
2,177,19,وَآتَى,,no_truth,فَعْلَى,ءات,1.000,ءات | ءتي | ءات,,
2,177,20,الْمَالَ,مول,weak,فَعل,مول,0.956,مول | ميل | مول,yes,yes
2,177,21,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,177,22,حُبِّهِ,حبب,geminate_sound,فُعْل,حبب,0.931,حبب | حبب | حبه,yes,yes
2,177,23,ذَوِي,ذو,other,فَعل,ذوي,1.000,ذوي | ذوي | ذوي,no,no
2,177,24,الْقُرْبَى,قرب,sound,فُعْلَى,قرب,1.000,قرب | قرب | قرب,yes,yes
2,177,25,وَالْيَتَامَى,يتم,weak,فَعَالَى,يتم,0.880,يتم | يتم | يتمى,yes,yes
2,177,26,وَالْمَسَاكِينَ,سكن,sound,مَفَاعِيل,سكن,0.836,سكن | مسكن,yes,yes
2,177,27,وَابْنَ,بنو,weak,فَاعْل,بين,1.000,بين | بنو | بني,no,yes
2,177,28,السَّبِيلِ,سبل,sound,فَعِيل,سبل,0.957,سبل | سبل | سبل,yes,yes
2,177,29,وَالسَّائِلِينَ,,no_truth,,,0.000,,,
2,177,30,وَفِي,في,other,فَعل,وفي,1.000,وفي | وفي | وفي,no,no
2,177,31,الرِّقَابِ,رقب,sound,فِعَال,رقب,0.957,رقب | رقب | رقب,yes,yes
2,177,32,وَأَقَامَ,,no_truth,فَعَال,ءقم,1.000,ءقم | ءقم | ءقم,,
2,177,33,الصَّلَاةَ,,no_truth,فَعَلَة,صلو,0.903,صلو | صلي | صلو,,
2,177,34,وَآتَى,,no_truth,فَعْلَى,ءات,1.000,ءات | ءتي | ءات,,
2,177,35,الزَّكَاةَ,زكو,weak,فَعَلَة,زكو,0.903,زكو | زكو | زكو,yes,yes
2,177,36,وَالْمُوفُونَ,وفي,weak,مَفعُول,فين,0.823,فين | فني | فين,no,no
2,177,37,بِعَهْدِهِمْ,,no_truth,فَعْل,عهد,0.828,عهد | عهد | عهد,,
2,177,38,إِذَا,ءذ,other,فَعَل,ءذي,1.000,ءذي | ءذي | ءذي,no,no
2,177,39,عَاهَدُوا,عهد,sound,فَاعَلُو,عهد,0.724,عهد | عهد | عهد,yes,yes
2,177,40,وَالصَّابِرِينَ,صبر,sound,,,0.000,,no,no
2,177,41,فِي,في,other,,,0.000,,no,no
2,177,42,الْبَأْسَاءِ,بءس,hamza_sound,فَعْلَاء,بءس,0.973,بءس | بءس | بءس,yes,yes
2,177,43,وَالضَّرَّاءِ,ضرر,geminate_sound,فَعَال,ضرء,0.786,ضرء | ضرء | ضرء,no,no
2,177,44,وَحِينَ,حين,weak,فَعِيل,وحن,1.000,وحن | وحن | حين,no,yes
2,177,45,الْبَأْسِ,بءس,hamza_sound,فَعْل,بءس,0.931,بءس | بءس | بءس,yes,yes
2,177,46,أُولَئِكَ,ءلي,weak,أَفعَل,لءي,0.842,لءي | لءي | لءي,no,no
2,177,47,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,177,48,صَدَقُوا,صدق,sound,فُعْلُول,صدقا,0.792,صدقا | صدق | صدق,no,yes
2,177,49,وَأُولَئِكَ,ءلي,weak,فُعلُل,ءولء,0.796,ءولء | لءي | لءي,no,no
2,177,50,هُمُ,هم,other,,,0.000,,no,no
2,177,51,الْمُتَّقُونَ,وقي,weak,مُتَفَعَّل,قين,0.871,قين | قين | تقن,no,no
2,178,1,يَاأَيُّهَا,ءيي,weak,فَاعَل,يءي,0.832,يءي | يءي | يءي,no,no
2,178,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,178,3,آمَنُوا,,no_truth,فَاعَلُو,ءمن,0.724,ءمن | مون | مين,,
2,178,4,كُتِبَ,كتب,sound,فَعِلَ,كتب,1.000,كتب | كتب | كتب,yes,yes
2,178,5,عَلَيْكُمُ,علي,weak,فَعَل,علو,0.956,علو | علو | علو,no,no
2,178,6,الْقِصَاصُ,قصص,geminate_sound,فِعَال,قصص,0.957,قصص | قصص | قصص,yes,yes
2,178,7,فِي,في,other,,,0.000,,no,no
2,178,8,الْقَتْلَى,قتل,sound,فَعْلَى,قتل,1.000,قتل | قتل | قتل,yes,yes
2,178,9,الْحُرُّ,حرر,geminate_sound,فُعْل,حرر,0.931,حرر | حرر | حرر,yes,yes
2,178,10,بِالْحُرِّ,حرر,geminate_sound,افْعُل,لحر,0.832,لحر | لحر | لحر,no,no
2,178,11,وَالْعَبْدُ,,no_truth,فَعْل,عبد,0.880,عبد | عبد | عبد,,
2,178,12,بِالْعَبْدِ,عبد,sound,فَعْل,عبد,0.880,عبد | عبد | عبد,yes,yes
2,178,13,وَالْأُنْثَى,,no_truth,أُفْعَل,نثي,1.000,نثي | نثو | ءنث,,
2,178,14,بِالْأُنْثَى,,no_truth,أُفْعَل,نثي,1.000,نثي | نثو | ءنث,,
2,178,15,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,178,16,عُفِيَ,عفو,weak,فَعِلَ,عفو,1.000,عفو | عفو | عفو,yes,yes
2,178,17,لَهُ,له,other,,,0.000,,no,no
2,178,18,مِنْ,,no_truth,,,0.000,,,
2,178,19,أَخِيهِ,ءخو,weak,فَعِلَة,ءخو,1.000,ءخو | ءخو | ءخو,yes,yes
2,178,20,شَيْءٌ,شيء,weak,فَعْل,شيء,1.000,شيء | شيء | شيء,yes,yes
2,178,21,فَاتِّبَاعٌ,تبع,sound,افِّعَال,تبع,0.973,تبع | اتبع | اتبع,yes,yes
2,178,22,بِالْمَعْرُوفِ,عرف,sound,مَفْعُول,عرف,0.919,عرف | عرف | معرف,yes,yes
2,178,23,وَأَدَاءٌ,ءدي,weak,فَعْلَاء,وءد,1.000,وءد | وءد | وءد,no,no
2,178,24,إِلَيْهِ,ءلي,weak,فِعَلَة,ءلو,1.000,ءلو | لوه | ءله,no,no
2,178,25,بِإِحْسَانٍ,حسن,sound,فَعْلَان,ءحس,1.000,ءحس | ءحسن | حسن,no,yes
2,178,26,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
2,178,27,تَخْفِيفٌ,خفف,geminate_sound,تَفعِيل,خفف,1.000,خفف | خفف | خفف,yes,yes
2,178,28,مِنْ,,no_truth,,,0.000,,,
2,178,29,رَبِّكُمْ,,no_truth,فَعْل,ربب,0.931,ربب | ربب | ربب,,
2,178,30,وَرَحْمَةٌ,رحم,sound,فَعْلَة,رحم,0.957,رحم | رحم | رحم,yes,yes
2,178,31,فَمَنِ,م,other,فَعَل,فمن,0.900,فمن | فمن | فمن,no,no
2,178,32,اعْتَدَى,عدو,weak,افْتَعَل,عدو,0.826,عدو | عدو | عدو,yes,yes
2,178,33,بَعْدَ,بعد,sound,فَعَلَ,بعد,1.000,بعد | بعد | بعد,yes,yes
2,178,34,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
2,178,35,فَلَهُ,له,other,فَعَل,فله,0.900,فله | فله | فله,no,no
2,178,36,عَذَابٌ,عذب,sound,فَعَال,عذب,1.000,عذب | عذب | عذب,yes,yes
2,178,37,أَلِيمٌ,ءلم,hamza_sound,فَعِيل,ءلم,1.000,ءلم | لوم | لمي,yes,yes
2,179,1,وَلَكُمْ,,no_truth,فَعُل,لكم,0.931,لكم | لكم | لكم,,
2,179,2,فِي,في,other,,,0.000,,no,no
2,179,3,الْقِصَاصِ,قصص,geminate_sound,فِعَال,قصص,0.957,قصص | قصص | قصص,yes,yes
2,179,4,حَيَاةٌ,حيي,weak,فَعَلَة,حيي,1.000,حيي | حيه | حيه,yes,yes
2,179,5,يَاأُولِي,ولي,weak,فَاعُول,ءول,0.931,ءول | ءلي | ءلو,no,no
2,179,6,الْأَلْبَابِ,,no_truth,أَفْعَال,لبب,0.973,لبب | لبب | لبب,,
2,179,7,لَعَلَّكُمْ,,no_truth,فَعَلَ,لعل,1.000,لعل | لعل | لعل,,
2,179,8,تَتَّقُونَ,وقي,weak,فَعُول,تقن,0.936,تقن | تقن | قين,no,no
2,180,1,كُتِبَ,كتب,sound,فَعِلَ,كتب,1.000,كتب | كتب | كتب,yes,yes
2,180,2,عَلَيْكُمْ,,no_truth,فَعَل,علو,0.956,علو | علو | علو,,
2,180,3,إِذَا,ءذ,other,فَعَل,ءذي,1.000,ءذي | ءذي | ءذي,no,no
2,180,4,حَضَرَ,حضر,sound,فَعَل,حضر,1.000,حضر | حضر | حضر,yes,yes
2,180,5,أَحَدَكُمُ,وحد,weak,فَعَلَ,ءحد,0.900,ءحد | ءحد | ءحد,no,no
2,180,6,الْمَوْتُ,موت,weak,فَعْل,موت,0.931,موت | متو | متي,yes,yes
2,180,7,إِنْ,,no_truth,,,0.000,,,
2,180,8,تَرَكَ,ترك,sound,فَعَل,ترك,1.000,ترك | ترك | ترك,yes,yes
2,180,9,خَيْرَاً,,no_truth,فَعَلَ,خور,0.956,خور | خور | خور,,
2,180,10,الْوَصِيَّةُ,وصي,weak,فَعِلَة,وصي,0.957,وصي | وصي | وصي,yes,yes
2,180,11,لِلْوَالِدَيْنِ,ولد,weak,فَاعِل,ولد,0.851,ولد | لود | لدي,yes,yes
2,180,12,وَالْأَقْرَبِينَ,,no_truth,,,0.000,,,
2,180,13,بِالْمَعْرُوفِ,عرف,sound,مَفْعُول,عرف,0.919,عرف | عرف | معرف,yes,yes
2,180,14,حَقَّاً,,no_truth,فَعَل,حيق,0.990,حيق | حيق | حيق,,
2,180,15,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,180,16,الْمُتَّقِينَ,وقي,weak,مُتَفَعَّل,قين,0.849,قين | قين | يقن,no,no
2,181,1,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,181,2,بَدَّلَهُ,بدل,sound,فَعَلَة,بدل,1.000,بدل | بدل | بدل,yes,yes
2,181,3,بَعْدَمَا,,no_truth,فَعْلَل,بعدم,0.749,بعدم | عدم | عدما,,
2,181,4,سَمِعَهُ,سمع,sound,فَعِلَة,سمع,1.000,سمع | سمع | سمع,yes,yes
2,181,5,فَإِنَّمَا,ءن,other,فَعَلَ,ءنم,1.000,ءنم | ءنم | نمو,no,no
2,181,6,إِثْمُهُ,ءثم,hamza_sound,فِعْلَة,ءثم,0.977,ءثم | ءثم | ءثم,yes,yes
2,181,7,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,181,8,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,181,9,يُبَدِّلُونَهُ,بدل,sound,,,0.000,,no,no
2,181,10,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
2,181,11,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,181,12,سَمِيعٌ,سمع,sound,فَعِيل,سمع,1.000,سمع | سمع | سمع,yes,yes
2,181,13,عَلِيمٌ,علم,sound,فَعِيل,علم,1.000,علم | علم | علم,yes,yes
2,182,1,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,182,2,خَافَ,خوف,weak,فَعل,خوف,1.000,خوف | خيف | خوف,yes,yes
2,182,3,مِنْ,,no_truth,,,0.000,,,
2,182,4,مُوصٍ,وصي,weak,فُعل,موص,1.000,موص | موص | موص,no,no
2,182,5,جَنَفَاً,,no_truth,فَعَلَ,جنف,1.000,جنف | جنف | جنف,,
2,182,6,أَوْ,,no_truth,,,0.000,,,
2,182,7,إِثْمَاً,,no_truth,أَفْعَل,وثم,0.935,وثم | وثم | ءثم,,
2,182,8,فَأَصْلَحَ,صلح,sound,فَعْلَل,ءصلح,0.974,ءصلح | صلح | ءصلح,no,yes
2,182,9,بَيْنَهُمْ,,no_truth,فَعَلَ,بين,0.931,بين | بين | بين,,
2,182,10,فَلَا,,no_truth,فَعل,فلو,1.000,فلو | فلي | فلا,,
2,182,11,إِثْمَ,ءثم,hamza_sound,فِعْل,ءثم,1.000,ءثم | ءثم | ءثم,yes,yes
2,182,12,عَلَيْهِ,علي,weak,فَعَلَة,علو,1.000,علو | علو | علو,no,no
2,182,13,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
2,182,14,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,182,15,غَفُورٌ,غفر,sound,فَعُول,غفر,1.000,غفر | غفر | غفر,yes,yes
2,182,16,رَحِيمٌ,رحم,sound,فَعِيل,رحم,1.000,رحم | رحم | رحم,yes,yes
2,183,1,يَاأَيُّهَا,ءيي,weak,فَاعَل,يءي,0.832,يءي | يءي | يءي,no,no
2,183,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,183,3,آمَنُوا,,no_truth,فَاعَلُو,ءمن,0.724,ءمن | مون | مين,,
2,183,4,كُتِبَ,كتب,sound,فَعِلَ,كتب,1.000,كتب | كتب | كتب,yes,yes
2,183,5,عَلَيْكُمُ,علي,weak,فَعَل,علو,0.956,علو | علو | علو,no,no
2,183,6,الصِّيَامُ,صوم,weak,فِعَال,صوم,0.982,صوم | صوم | وصم,yes,yes
2,183,7,كَمَا,كما,weak,فَعل,كما,1.000,كما | كمي | كما,yes,yes
2,183,8,كُتِبَ,كتب,sound,فَعِلَ,كتب,1.000,كتب | كتب | كتب,yes,yes
2,183,9,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,183,10,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,183,11,مِنْ,,no_truth,,,0.000,,,
2,183,12,قَبْلِكُمْ,,no_truth,فَعْل,قبل,0.931,قبل | قبل | قبل,,
2,183,13,لَعَلَّكُمْ,,no_truth,فَعَلَ,لعل,1.000,لعل | لعل | لعل,,
2,183,14,تَتَّقُونَ,وقي,weak,فَعُول,تقن,0.936,تقن | تقن | قين,no,no
2,184,1,أَيَّامَاً,,no_truth,أَفْعَال,يوم,0.998,يوم | ءيم | ءيم,,
2,184,2,مَعْدُودَاتٍ,عدد,geminate_sound,مَفْعُول,عدد,0.973,عدد | عدد | معدد,yes,yes
2,184,3,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,184,4,كَانَ,كون,weak,فَعل,كون,1.000,كون | كين | كون,yes,yes
2,184,5,مِنْكُمْ,,no_truth,مِفْعَل,نكم,0.850,نكم | نكم | نكم,,
2,184,6,مَرِيضَاً,,no_truth,فَعِيل,مرض,0.957,مرض | روض | مرض,,
2,184,7,أَوْ,,no_truth,,,0.000,,,
2,184,8,عَلَى,علي,weak,فَعل,على,1.000,على | علو | على,yes,yes
2,184,9,سَفَرٍ,سفر,sound,فَعَل,سفر,1.000,سفر | سفر | سفر,yes,yes
2,184,10,فَعِدَّةٌ,عدد,geminate_sound,فَعِلَة,فعد,0.925,فعد | فعد | فعد,no,no
2,184,11,مِنْ,,no_truth,,,0.000,,,
2,184,12,أَيَّامٍ,يوم,weak,فَعَال,ءيم,1.000,ءيم | ءيم | ءيم,no,no
2,184,13,أُخَرَ,ءخر,hamza_sound,فَعَلَ,ءخر,1.000,ءخر | ءخر | ءخر,yes,yes
2,184,14,وَعَلَى,علي,weak,فَعْلَى,وعل,1.000,وعل | على | علو,no,yes
2,184,15,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,184,16,يُطِيقُونَهُ,طوق,weak,,,0.000,,no,no
2,184,17,فِدْيَةٌ,فدي,weak,فِعْلَة,فدي,1.000,فدي | فدي | فدي,yes,yes
2,184,18,طَعَامُ,طعم,sound,فَعَال,طعم,1.000,طعم | طعم | طعم,yes,yes
2,184,19,مِسْكِينٍ,سكن,sound,فِعْل,مسك,0.931,مسك | مسكن | مسك,no,no
2,184,20,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,184,21,تَطَوَّعَ,طوع,weak,فَعَلَ,طوع,1.000,طوع | طوع | طوع,yes,yes
2,184,22,خَيْرَاً,,no_truth,فَعَلَ,خور,0.956,خور | خور | خور,,
2,184,23,فَهُوَ,هو,other,فَعَلَ,فهو,1.000,فهو | فهو | فهو,no,no
2,184,24,خَيْرٌ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,184,25,لَهُ,له,other,,,0.000,,no,no
2,184,26,وَأَنْ,,no_truth,فَعَل,ءين,0.990,ءين | ءني | ءين,,
2,184,27,تَصُومُوا,صوم,weak,فُعْلُول,صوما,0.744,صوما | صوم | صومو,no,yes
2,184,28,خَيْرٌ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,184,29,لَكُمْ,,no_truth,فَعُل,لكم,1.000,لكم | لكم | لكم,,
2,184,30,إِنْ,,no_truth,,,0.000,,,
2,184,31,كُنْتُمْ,,no_truth,فُعْلُل,كنتم,0.832,كنتم | كنتم | كنتم,,
2,184,32,تَعْلَمُونَ,علم,sound,تَفْعَل,علم,0.957,علم | علم | علم,yes,yes
2,185,1,شَهْرُ,شهر,sound,فَعْل,شهر,1.000,شهر | شهر | شهر,yes,yes
2,185,2,رَمَضَانَ,رمض,sound,رَمَضَانَ,N/A,1.000,N/A,,
2,185,3,الَّذِي,ءلل,geminate_sound,الَّذِي,الذي,1.000,الذي,,
2,185,4,أُنْزِلَ,,no_truth,أُفْعِل,نزل,1.000,نزل | نزل | نزل,,
2,185,5,فِيهِ,في,other,فِعل,فوه,1.000,فوه | وفه | فهو,no,no
2,185,6,الْقُرْآنُ,,no_truth,فَعْلَان,قرء,0.911,قرء | قرء | قرءن,,
2,185,7,هُدَىً,,no_truth,فُعَل,هدي,1.000,هدي | هدي | هدي,,
2,185,8,لِلنَّاسِ,نوس,weak,فَعل,نوس,0.935,نوس | نسو | نسي,yes,yes
2,185,9,وَبَيِّنَاتٍ,,no_truth,فَعِلَ,بين,0.920,بين | بني | بنو,,
2,185,10,مِنَ,م,other,,,0.000,,no,no
2,185,11,الْهُدَى,هدي,weak,فُعَل,هدي,1.000,هدي | هدي | هدي,yes,yes
2,185,12,وَالْفُرْقَانِ,فرق,sound,فَعْلَان,فرق,0.860,فرق | فرق | فرقن,yes,yes
2,185,13,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,185,14,شَهِدَ,شهد,sound,فَعَلَ,شهد,1.000,شهد | شهد | شهد,yes,yes
2,185,15,مِنْكُمُ,,no_truth,مِفْعَل,نكم,0.850,نكم | نكم | نكم,,
2,185,16,الشَّهْرَ,شهر,sound,فَعَلَ,شهر,0.931,شهر | شهر | شهر,yes,yes
2,185,17,فَلْيَصُمْهُ,صوم,weak,فُعلُل,ليصم,0.558,ليصم | ليصم | لوص,no,no
