sura,verse,word_no,word,pred,truth,truth_raw,truth_tags,n_pred,n_truth,category
4,11,52,يُوصِي,يوص | ي,ي | وصي,ي | وصي,IMPERF_PREF | IV,2,2,wrong_content
4,11,64,فَرِيضَةً,ف | ريض | ة,فريض | ة,فريض | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,12,18,تَرَكْنَ,تر | كن,ترك | ن,ترك | ن,PV | SUBJ_PRON,2,2,wrong_content
4,12,21,وَصِيَّةٍ,و | صي | ة,وصي | ة,وصي | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,12,22,يُوصِينَ,ي | وص | ين,ي | وصي | ن,ي | وصي | ن,IMPERF_PREF | IV | SUBJ_PRON,3,3,wrong_content
4,12,29,تَرَكْتُمْ,ت | رك | تم,ترك | تم,ترك | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,12,42,تَرَكْتُمْ,ت | رك | تم,ترك | تم,ترك | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,12,45,وَصِيَّةٍ,و | صي | ة,وصي | ة,وصي | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,12,46,تُوصُونَ,توص | ون,ت | وص | ون,ت | وص | ون,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
4,12,53,يُورَثُ,يورث,ي | ورث,ي | ورث,IMPERF_PREF | IV_PASS,1,2,too_few_segments
4,12,60,أُخْتٌ,أخت,أخ | ت,أخ | ت,NOUN_CONCRETE | SUFF_FEM_TA,1,2,too_few_segments
4,12,76,وَصِيَّةٍ,و | صي | ة,وصي | ة,وصي | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,12,77,يُوصَى,يوصى,ي | وصى,ي | وصى,IMPERF_PREF | IV_PASS,1,2,too_few_segments
4,12,83,وَصِيَّةً,و | صي | ة,وصي | ة,وصي | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,13,5,يُطِعِ,يطع,ي | طع,ي | طع,IMPERF_PREF | IV,1,2,too_few_segments
4,14,2,يَعْصِ,يعص,ي | عص,ي | عص,IMPERF_PREF | IV,1,2,too_few_segments
4,14,5,وَيَتَعَدَّ,و | يتعد,و | ي | تعد,و | ي | تعد,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
4,15,2,يَأْتِينَ,ي | أت | ين,ي | أتي | ن,ي | أتي | ن,IMPERF_PREF | IV | SUBJ_PRON,3,3,wrong_content
4,15,12,فَأَمْسِكُوهُنَّ,ف | أمسكو | هن,ف | أ | مسك | و | هن,ف | أ | مسك | و | هن,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,15,16,يَتَوَفَّاهُنَّ,يتوفا | هن,ي | توفا | هن,ي | توفا | هن | None,IMPERF_PREF | IV | OBJ_PRON | None,2,3,too_few_segments
4,16,1,وَاللَّذَانِ,و | اللذان,و | اللذ | ان,و | اللذ | ان | None,CONJ | REL_PRON | NSUFF_MASC_DU_NOM | None,2,3,too_few_segments
4,16,4,فَآذُوهُمَا,ف | آذو | هما,ف | آذ | و | هما,ف | آذ | و | هما,CONJ | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,16,6,تَابَا,تابا,تاب | ا,تاب | ا,PV | SUBJ_PRON,1,2,too_few_segments
4,16,7,وَأَصْلَحَا,و | أصلحا,و | أصلح | ا,و | أصلح | ا,CONJ | PV | SUBJ_PRON,2,3,too_few_segments
4,18,1,وَلَيْسَتِ,و | ليست,و | ليس | ت,و | ليس | ت,CONJ | UNINFLECTED_VERB | SUFF_FEM_TA,2,3,too_few_segments
4,18,12,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
4,18,21,أَعْتَدْنَا,أعتد | نا,اعتد | نا,اعتد | نا,PV | SUBJ_PRON,2,2,wrong_content
4,19,12,تَعْضُلُوهُنَّ,ت | عضلو | هن,ت | عضل | و | هن,ت | عضل | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,19,16,آتَيْتُمُوهُنَّ,آتي | تمو | هن,آتي | تم | و | هن,آتي | تم | و | هن,PV | SUBJ_PRON | OTHER | OBJ_PRON,3,4,too_few_segments
4,19,19,يَأْتِينَ,ي | أت | ين,ي | أتي | ن,ي | أتي | ن,IMPERF_PREF | IV | SUBJ_PRON,3,3,wrong_content
4,19,22,وَعَاشِرُوهُنَّ,و | عاشرو | هن,و | عاشر | و | هن,و | عاشر | و | هن,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,19,25,كَرِهْتُمُوهُنَّ,كره | تمو | هن,كره | تم | و | هن,كره | تم | و | هن,PV | SUBJ_PRON | OTHER | OBJ_PRON,3,4,too_few_segments
4,20,2,أَرَدْتُمُ,أ | رد | تم,أرد | تم,أرد | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,20,14,أَتَأْخُذُونَهُ,أ | ت | أخذون | ه,أ | ت | أخذ | ون | ه,أ | ت | أخذ | ون | ه | None | None,INTERROG | IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,4,5,too_few_segments
4,21,2,تَأْخُذُونَهُ,ت | أخذون | ه,ت | أخذ | ون | ه,ت | أخذ | ون | ه | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
4,21,8,وَأَخَذْنَ,و | أخذن,و | أخذ | ن,و | أخذ | ن | None | None,CONJ | PV | SUBJ_PRON | None | None,2,3,too_few_segments
4,23,4,وَبَنَاتُكُمْ,و | بن | ات | كم,و | بنات | كم,و | بنات | كم,CONJ | NOUN_CONCRETE | POSS_PRON,4,3,too_many_segments
4,23,11,الْأُخْتِ,ال | أخت,ال | أخ | ت,ال | أخ | ت,DET | NOUN_CONCRETE | SUFF_FEM_TA,2,3,too_few_segments
4,23,12,وَأُمَّهَاتُكُمُ,و | أمه | ات | كم,و | أم | ه | ات | كم,و | أم | ه | ات | كم,CONJ | NOUN_CONCRETE | POSS_PRON | NSUFF_FEM_PL | POSS_PRON,4,5,too_few_segments
4,23,14,أَرْضَعْنَكُمْ,أرضعن | كم,أرضع | ن | كم,أرضع | ن | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,23,18,وَأُمَّهَاتُ,و | أمه | ات,و | أم | ه | ات,و | أم | ه | ات,CONJ | NOUN_CONCRETE | POSS_PRON | NSUFF_FEM_PL,3,4,too_few_segments
4,23,45,الْأُخْتَيْنِ,ال | أخت | ين,ال | أخ | ت | ين,ال | أخ | ت | ين,DET | NOUN_CONCRETE | SUFF_FEM_TA | NSUFF_FEM_DU_GEN,3,4,too_few_segments
4,24,8,كِتَابَ,ك | تاب,كتاب,كتاب | (null),NOUN_CONCRETE | CASE_INDEF_GEN,2,1,too_many_segments
4,24,15,ذَلِكُمْ,ذل | كم,ذلك | م,ذلك | م,DEM_PRON_MS | OTHER,2,2,wrong_content
4,24,26,فَآتُوهُنَّ,ف | آتو | هن,ف | آت | و | هن,ف | آت | و | هن,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,24,28,فَرِيضَةً,ف | ريض | ة,فريض | ة,فريض | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,24,33,تَرَاضَيْتُمْ,ت | راضي | تم,تراضي | تم,تراضي | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,25,15,فَتَيَاتِكُمُ,ف | تي | ات | كم,فتي | ات | كم,فتي | ات | كم,NOUN_CONCRETE | NSUFF_FEM_PL | POSS_PRON,4,3,too_many_segments
4,25,23,فَانْكِحُوهُنَّ,ف | انكحو | هن,ف | ا | نكح | و | هن,ف | ا | نكح | و | هن,OTHER | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,25,25,أَهْلِهِنَّ,أهل | هن,أهل | ه | ن,أهل | ه | ن,NOUN_CONCRETE | POSS_PRON | EMPHATIC_NUN,2,3,too_few_segments
4,25,26,وَآتُوهُنَّ,و | آتو | هن,و | آت | و | هن,و | آت | و | هن,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,25,38,أَتَيْنَ,أ | تين,أتي | ن,أتي | ن,PV | SUBJ_PRON,2,2,wrong_content
4,26,6,سُنَنَ,س | نن,سنن,سنن,NOUN_ABSTRACT,2,1,too_many_segments
4,26,10,وَيَتُوبَ,و | يتوب,و | ي | توب,و | ي | توب,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
4,27,4,يَتُوبَ,يتوب,ي | توب,ي | توب,IMPERF_PREF | IV,1,2,too_few_segments
4,31,9,سَيِّئَاتِكُمْ,س | يئ | ات | كم,سيئ | ات | كم,سيئ | ات | كم,NOUN_ABSTRACT | NSUFF_FEM_PL | POSS_PRON,4,3,too_many_segments
4,32,4,فَضَّلَ,ف | ضل,فضل,فضل,PV,2,1,too_many_segments
4,32,17,اكْتَسَبْنَ,اكتسبن,اكتسب | ن,اكتسب | ن,PV | SUBJ_PRON,1,2,too_few_segments
4,33,3,مَوَالِيَ,موال | ي,موالي,موالي,NOUN_CONCRETE,2,1,too_many_segments
4,33,6,الْوَالِدَانِ,ال | والدان,ال | والد | ان,ال | والد | ان,DET | NOUN_ACTIVE_PART | NSUFF_MASC_DU_NOM,2,3,too_few_segments
4,33,11,فَآتُوهُمْ,ف | آتو | هم,ف | آت | و | هم,ف | آت | و | هم,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,34,6,فَضَّلَ,ف | ضل,فضل,فضل,PV,2,1,too_many_segments
4,34,24,نُشُوزَهُنَّ,ن | شوز | هن,نشوز | هن,نشوز | هن,GERUND | POSS_PRON,3,2,too_many_segments
4,34,25,فَعِظُوهُنَّ,ف | عظو | هن,ف | عظ | و | هن,ف | عظ | و | هن,OTHER | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,34,26,وَاهْجُرُوهُنَّ,و | اهجرو | هن,و | ا | هجر | و | هن,و | ا | هجر | و | هن,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,34,29,وَاضْرِبُوهُنَّ,و | اضربو | هن,و | ا | ضرب | و | هن,و | ا | ضرب | و | هن,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,34,31,أَطَعْنَكُمْ,أطعن | كم,أطع | ن | كم,أطع | ن | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,35,13,يُرِيدَا,يريدا,ي | ريد | ا,ي | ريد | ا,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
4,36,12,وَالْمَسَاكِينِ,و | ال | مساك | ين,و | ال | مساكين,و | ال | مساكين | (null),CONJ | DET | ADJ_INTENS | CASE_DEF_GEN,4,3,too_many_segments
4,36,32,فَخُورَاً,ف | خور | ا,فخور | ا,فخور | ا,ADJ_INTENS | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,37,12,وَأَعْتَدْنَا,و | أعتد | نا,و | أ | عتد | نا,و | أ | عتد | نا,CONJ | IMPERF_PREF | IV | SUBJ_PRON,3,4,too_few_segments
4,38,13,يَكُنِ,يكن,ي | كن,ي | كن,IMPERF_PREF | IV,1,2,too_few_segments
4,40,8,تَكُ,تك,ت | ك,ت | ك,IMPERF_PREF | IV,1,2,too_few_segments
4,40,11,وَيُؤْتِ,و | يؤ | ت,و | ي | ؤت,و | ي | ؤت,CONJ | IMPERF_PREF | IV,3,3,wrong_content
4,42,8,تُسَوَّى,تسوى,ت | سوى,ت | سوى,IMPERF_PREF | PV_PASS,1,2,too_few_segments
4,43,12,تَقُولُونَ,ت | قول | ون,ت | قول | و | ن,ت | قول | و | ن,IV3FS | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,43,47,عَفُوَّاً,عف | وا,عفو | ا,عفو | ا,ADJ_INTENS | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,44,2,تَرَ,تر,ت | ر,ت | ر,IMPERF_PREF | IV,1,2,too_few_segments
4,44,13,تَضِلُّوا,تضل | وا,ت | ضل | وا,ت | ضل | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
4,46,15,لَيَّاً,ل | يا,لي | ا,لي | ا,GERUND | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,46,16,بِأَلْسِنَتِهِمْ,ب | ألسن | ة | هم,ب | ألسن | ت | هم,ب | ألسن | ت | هم,PREP | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,46,26,وَانْظُرْنَا,و | انظر | نا,و | ا | نظر | نا,و | ا | نظر | نا,CONJ | CV_PREF | CV | OBJ_PRON,3,4,too_few_segments
4,47,15,وُجُوهَاً,و | جوه | ا,وجوه | ا,وجوه | ا,NOUN_CONCRETE | CASE_INDEF_ACC,3,2,too_many_segments
4,49,2,تَرَ,تر,ت | ر,ت | ر,IMPERF_PREF | IV,1,2,too_few_segments
4,49,9,يُزَكِّي,ي | زك | ي,ي | زكي,ي | زكي,IMPERF_PREF | IV,3,2,too_many_segments
4,49,14,فَتِيلَاً,ف | تيل | ا,فتيل | ا,فتيل | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,51,2,تَرَ,تر,ت | ر,ت | ر,IMPERF_PREF | IV,1,2,too_few_segments
4,52,6,يَلْعَنِ,ي | ل | عن,ي | لعن,ي | لعن,IMPERF_PREF | IV,3,2,too_many_segments
4,52,9,تَجِدَ,تجد,ت | جد,ت | جد,IV3FS | IV,1,2,too_few_segments
4,53,6,فَإِذَاً,فإذ | ا,ف | إذا,ف | إذا,CONJ | ADV,2,2,wrong_content
4,58,18,نِعِمَّا,ن | عن | ما,نعم | ما,نعم | ما,UNINFLECTED_VERB | OTHER,3,2,too_many_segments
4,58,19,يَعِظُكُمْ,يعظ | كم,ي | عظ | كم,ي | عظ | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
4,59,12,تَنَازَعْتُمْ,ت | نازع | تم,تنازع | تم,تنازع | تم,PV | SUBJ_PRON,3,2,too_many_segments
4,59,15,فَرُدُّوهُ,ف | ردو | ه,ف | رد | و | ه,ف | رد | و | ه,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,59,21,تُؤْمِنُونَ,ت | ؤمن | ون,ت | ؤمن | و | ن,ت | ؤمن | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,60,2,تَرَ,تر,ت | ر,ت | ر,IMPERF_PREF | IV,1,2,too_few_segments
4,60,5,يَزْعُمُونَ,ي | زعم | ون,ي | زعم | و | ن,ي | زعم | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,60,17,يَتَحَاكَمُوا,ي | تحا | كم | وا,ي | تحاكم | وا,ي | تحاكم | وا,IMPERF_PREF | IV | SUBJ_PRON,4,3,too_many_segments
4,61,4,تَعَالَوْا,ت | عال | وا,تعال | وا,تعال | وا,NOUN_VERB_LIKE | SUBJ_PRON,3,2,too_many_segments
4,61,13,يَصُدُّونَ,ي | صد | ون,ي | صد | و | ن,ي | صد | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,62,3,أَصَابَتْهُمْ,أصاب | ت | هم,أصاب | ت | كم,أصاب | ت | كم,PV | SUFF_FEM_TA | OBJ_PRON,3,3,wrong_content
4,62,9,جَاءُوكَ,جاءو | ك,جاء | و | ك,جاء | و | ك,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,64,6,لِيُطَاعَ,ل | يطاع,ل | ي | طاع,ل | ي | طاع,PREP | IMPERF_PREF | IV_PASS,2,3,too_few_segments
4,64,14,جَاءُوكَ,جاءو | ك,جاء | و | ك,جاء | و | ك,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,64,20,لَوَجَدُوا,لوجد | وا,ل | وجد | وا,ل | وجد | وا,PREP | PV | SUBJ_PRON,2,3,too_few_segments
4,65,6,يُحَكِّمُوكَ,ي | حكمو | ك,ي | حكم | و | ك,ي | حكم | و | ك,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,66,6,اقْتُلُوا,اقتل | وا,ا | قتل | وا,ا | قتل | وا,CV_PREF | CV | SUBJ_PRON,2,3,too_few_segments
4,66,9,اخْرُجُوا,ا | خرج | وا,اخرج | وا,اخرج | وا,CV | SUBJ_PRON,3,2,too_many_segments
4,66,13,فَعَلُوهُ,ف | علو | ه,فعل | و | ه,فعل | و | ه,PV | PVSUFF_SUBJ:3MP | PVSUFF_DO:3MS,3,3,wrong_content
4,66,19,فَعَلُوا,ف | عل | وا,فعل | وا,فعل | وا,PV | SUBJ_PRON,3,2,too_many_segments
4,67,1,وَإِذَاً,وإذ | ا,و | إذا,و | إذا,CONJ | ADV,2,2,wrong_content
4,67,2,لَآتَيْنَاهُمْ,لآتي | نا | هم,ل | آتي | نا | هم,ل | آتي | نا | هم,OTHER | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,68,1,وَلَهَدَيْنَاهُمْ,و | لهدي | نا | هم,و | ل | هدي | نا | هم,و | ل | هدي | نا | هم,CONJ | PREP | IV | SUBJ_PRON | OBJ_PRON,4,5,too_few_segments
4,69,2,يُطِعِ,يطع,ي | طع,ي | طع,IMPERF_PREF | IV,1,2,too_few_segments
4,71,6,فَانْفِرُوا,ف | ا | ن | فر | وا,ف | ا | نفر | وا,ف | ا | نفر | وا,CONJ | CV_PREF | CV | SUBJ_PRON,5,4,too_many_segments
4,71,7,ثُبَاتٍ,ثب | ات,ثبات,ثبات,NOUN_CONCRETE,2,1,too_many_segments
4,71,9,انْفِرُوا,ا | ن | فر | وا,ا | نفر | وا,ا | نفر | وا,CV_PREF | CV | SUBJ_PRON,4,3,too_many_segments
4,72,4,لَيُبَطِّئَنَّ,ليبطئن,ل | ي | بطئ | ن,ل | ي | بطئ | ن,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN,1,4,too_few_segments
4,72,12,عَلَيَّ,على | ي,علي,علي,NOUN_PROP,2,1,too_many_segments
4,72,15,أَكُنْ,أكن,أ | كن,أ | كن,IV1S | IV,1,2,too_few_segments
4,73,6,لَيَقُولَنَّ,ليقولن,ل | ي | قول | ن,ل | ي | قول | ن,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN,1,4,too_few_segments
4,73,13,يَالَيْتَنِي,يا | لي | ت | ني,يا | ليت | ني,يا | ليت | ني | None | None | None,VOC_PART | ANNUL_PART | PRON_1S | None | None | None,4,3,too_many_segments
4,73,16,فَأَفُوزَ,ف | أفوز,ف | أ | فوز,ف | أ | فوز,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
4,74,1,فَلْيُقَاتِلْ,فليقاتل,ف | ل | ي | قاتل,ف | ل | ي | قاتل,OTHER | CV_PREF | IMPERF_PREF | IV,1,4,too_few_segments
4,74,11,يُقَاتِلْ,يقاتل,ي | قاتل,ي | قاتل,IMPERF_PREF | IV,1,2,too_few_segments
4,75,4,تُقَاتِلُونَ,ت | قاتل | ون,ت | قاتل | و | ن,ت | قاتل | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
4,75,22,وَاجْعَلْ,و | ا | جعل,و | أ | أجعل,و | أ | أجعل,CONJ | IV1S | CV,3,3,wrong_content
4,75,27,وَاجْعَلْ,و | ا | جعل,و | أ | أجعل,و | أ | أجعل,CONJ | IV1S | CV,3,3,wrong_content
4,77,2,تَرَ,تر,ت | ر,ت | ر,IMPERF_PREF | IV,1,2,too_few_segments
4,77,8,أَيْدِيَكُمْ,أيدي | كم,أيد | ي | كم,أيد | ي | كم,NOUN_CONCRETE | POSS_PRON | POSS_PRON,2,3,too_few_segments
4,77,18,فَرِيقٌ,ف | ريق,فريق,فريق | (null),NOUN_CONCRETE | CASE_DEF_GEN,2,1,too_many_segments
4,77,22,كَخَشْيَةِ,كخشي | ة,ك | خشي | ة,ك | خشي | ة,PREP | GERUND | NSUFF_FEM_SG,2,3,too_few_segments
4,77,34,أَخَّرْتَنَا,أخر | ة | نا,أخر | ت | نا,أخر | ت | نا,PV | SUBJ_PRON | OBJ_PRON,3,3,wrong_content
4,77,48,فَتِيلَاً,ف | تيل | ا,فتيل | ا,فتيل | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
4,78,20,سَيِّئَةٌ,س | يئ | ة,سيئ | ة,سيئ | ة | (null),ADJ_QUALIT | NSUFF_FEM_SG | CASE_DEF_NOM,3,2,too_many_segments
4,78,30,فَمَالِ,ف | مال,ف | ما | ل,ف | ما | ل,CONJ | INTERROG_PRON | OTHER,2,3,too_few_segments
4,79,10,سَيِّئَةٍ,س | يئ | ة,سيئ | ة,سيئ | ة | (null),ADJ_QUALIT | NSUFF_FEM_SG | CASE_DEF_NOM,3,2,too_many_segments
4,79,12,نَفْسِكَ,ن | فسك,نفس | ك,نفس | ك,NOUN_ABSTRACT | POSS_PRON,2,2,wrong_content
4,80,2,يُطِعِ,يطع,ي | طع,ي | طع,IMPERF_PREF | IV,1,2,too_few_segments
4,81,19,وَتَوَكَّلْ,و | ت | وكل,و | توكل,و | توكل,CONJ | CV,3,2,too_many_segments
4,81,24,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
4,82,10,لَوَجَدُوا,لوجد | وا,ل | وجد | وا,ل | وجد | وا | None | None,PREP | PV | SUBJ_PRON | None | None,2,3,too_few_segments
4,83,11,رَدُّوهُ,ردو | ه,رد | و | ه,رد | و | ه,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,83,18,لَعَلِمَهُ,لعلم | ه,ل | علم | ه,ل | علم | ه | None | None,OTHER | PV | OBJ_PRON | None | None,2,3,too_few_segments
4,83,20,يَسْتَنْبِطُونَهُ,ي | ستنبطونه,ي | ستنبط | ون | ه,ي | ستنبط | ون | ه | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,2,4,too_few_segments
4,83,26,وَرَحْمَتُهُ,و | رحم | ة | ه,و | رحم | ت | ه,و | رحم | ت | ه,CONJ | GERUND | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
4,83,27,لَاتَّبَعْتُمُ,لاتبع | تم,ل | اتبع | تم,ل | اتبع | تم,OTHER | PV | SUBJ_PRON,2,3,too_few_segments
4,84,8,نَفْسَكَ,ن | فسك,نفس | ك,نفس | ك,NOUN_ABSTRACT | POSS_PRON,2,2,wrong_content
4,85,12,سَيِّئَةً,س | يئ | ة,سيئ | ة,سيئ | ة | (null),ADJ_QUALIT | NSUFF_FEM_SG | CASE_DEF_NOM,3,2,too_many_segments
4,86,8,رُدُّوهَا,ردو | ها,رد | و | ها,رد | و | ها,CV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,87,6,لَيَجْمَعَنَّكُمْ,ليجمعن | كم,ل | ي | جمع | ن | كم,ل | ي | جمع | ن | كم,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,2,5,too_few_segments
4,88,5,فِئَتَيْنِ,فئت | ين,فئ | ت | ين,فئ | ت | ين,NOUN_CONCRETE | NSUFF_FEM_SG | NSUFF_FEM_DU_GEN,2,3,too_few_segments
4,88,20,تَجِدَ,تجد,ت | جد,ت | جد,IV3FS | IV,1,2,too_few_segments
4,89,1,وَدُّوا,و | دوا,ود | وا,ود | وا,PV | SUBJ_PRON,2,2,wrong_content
4,89,6,فَتَكُونُونَ,ف | ت | كون | ون,ف | ت | كون | و | ن,ف | ت | كون | و | ن,CONJ | IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,4,5,too_few_segments
4,89,19,فَخُذُوهُمْ,ف | خذو | هم,ف | خذ | و | هم,ف | خذ | و | هم,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,89,20,وَاقْتُلُوهُمْ,و | اقتلو | هم,و | ا | قتل | و | هم,و | ا | قتل | و | هم,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,89,22,وَجَدْتُمُوهُمْ,و | جد | تمو | هم,وجد | تم | و | هم,وجد | تم | و | هم,PV | SUBJ_PRON | OTHER | OBJ_PRON,4,4,wrong_content
4,90,10,جَاءُوكُمْ,جاءو | كم,جاء | و | كم,جاء | و | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,90,14,يُقَاتِلُوكُمْ,ي | قاتلو | كم,ي | قاتل | و | كم,ي | قاتل | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,90,21,لَسَلَّطَهُمْ,لسلط | هم,ل | سلط | هم,ل | سلط | هم,OTHER | PV | OBJ_PRON,2,3,too_few_segments
4,90,23,فَلَقَاتَلُوكُمْ,ف | لقاتلو | كم,ف | ل | قاتل | و | كم,ف | ل | قاتل | و | كم,CONJ | OTHER | PV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,90,25,اعْتَزَلُوكُمْ,اعتزلو | كم,اعتزل | و | كم,اعتزل | و | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
4,90,27,يُقَاتِلُوكُمْ,ي | قاتلو | كم,ي | قاتل | و | كم,ي | قاتل | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,91,5,يَأْمَنُوكُمْ,ي | أمنو | كم,ي | أمن | و | كم,ي | أمن | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,91,17,يَعْتَزِلُوكُمْ,ي | عتزلو | كم,ي | عتزل | و | كم,ي | عتزل | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,91,23,فَخُذُوهُمْ,ف | خذو | هم,ف | خذ | و | هم,ف | خذ | و | هم,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
4,91,24,وَاقْتُلُوهُمْ,و | اقتلو | هم,و | ا | قتل | و | هم,و | ا | قتل | و | هم,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
4,91,27,وَأُولَئِكُمْ,و | أولئ | كم,و | أولئك | م,و | أولئك | م,CONJ | DEM_PRON_MP | OTHER,3,3,wrong_content
4,92,13,فَتَحْرِيرُ,ف | ت | حرير,ف | تحرير,ف | تحرير,CONJ | GERUND,3,2,too_many_segments
4,92,31,فَتَحْرِيرُ,ف | ت | حرير,ف | تحرير,ف | تحرير,CONJ | GERUND,3,2,too_many_segments
4,92,41,فَدِيَةٌ,ف | دي | ة,فدي | ة,فدي | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
4,92,45,وَتَحْرِيرُ,و | ت | حرير,و | تحرير,و | تحرير,CONJ | GERUND,3,2,too_many_segments
4,94,9,فَتَبَيَّنُوا,ف | تب | ين | وا,ف | تبين | وا,ف | تبين | وا | None,CONJ | CV | PVSUFF_SUBJ:3MP | None,4,3,too_many_segments
4,94,16,لَسْتَ,لست,لس | ت,لس | ت,UNINFLECTED_VERB | POSS_PRON,1,2,too_few_segments
4,94,33,فَتَبَيَّنُوا,ف | تب | ين | وا,ف | تبين | وا,ف | تبين | وا,CONJ | CV | PVSUFF_SUBJ:3MP,4,3,too_many_segments
4,95,15,فَضَّلَ,ف | ضل,فضل,فضل,PV,2,1,too_many_segments
