flag,root,word,word_plain,segment,wazn,confidence,location,alternatives
low_confidence,دخل,وَلَأُدْخِلَنَّهُمْ,ولأدخلنهم,لَأُدْخِلَنَّ,افعلن,0.594,3:195:30,دخل/افعلن@0.59 ; دخل/افعلن@0.55 ; دخل/افعلن@0.55
no_root_found,N/A,تَقَلُّبُ,تقلب,قَلُّبُ,قلب,1.000,3:196:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:196:4,
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,3:197:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:198:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:200:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,4:1:5,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,4:1:20,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,4:3:23,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:3:25,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,4:5:5,
low_confidence,لكل,فَلْيَأْكُلْ,فليأكل,فَلْيَأْكُلْ,فياعل,0.554,4:6:27,
low_confidence,لخش,وَلْيَخْشَ,وليخش,وَلْيَخْشَ,فيعال,0.581,4:9:1,لخش/فيعال@0.58 ; ليخش/فعلال@0.58 ; ليخش/فعلال@0.58
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:9:2,
low_confidence,ليتق,فَلْيَتَّقُوا,فليتقوا,فَلْيَتَّقُ,فعلل,0.628,4:9:11,لتق/فيعال@0.63 ; لتق/فيعال@0.63 ; ليتق/فعلال@0.63
low_confidence,ليقل,وَلْيَقُولُوا,وليقولوا,وَلْيَقُولُ,فعلول,0.664,4:9:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:10:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:12:69,
closed_class_surface,تلك,تِلْكَ,تلك,تِلْكَ,closed_class,1.000,4:13:1,
closed_class_surface,ذلك,وَذَلِكَ,وذلك,ذَلِكَ,closed_class,1.000,4:13:16,
closed_class_surface,اللاتي,وَاللَّاتِي,واللاتي,اللَّاتِي,closed_class,1.000,4:15:1,
closed_class_surface,اللذان,وَاللَّذَانِ,واللذان,اللَّذَانِ,closed_class,1.000,4:16:1,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,4:17:5,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,4:18:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:18:16,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:19:2,
no_root_found,N/A,لِتَذْهَبُوا,لتذهبوا,ذْهَبُ,ذهب,1.000,4:19:13,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,4:23:13,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,4:23:21,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,4:23:26,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,4:23:35,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:23:39,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,4:24:6,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,4:24:30,
low_confidence,ستطع,يَسْتَطِعْ,يستطع,سْتَطِعْ,فعلل,0.697,4:25:3,ستطع/فعلل@0.63 ; ستطع/فعلل@0.63 ; ستطع/فعلل@0.63
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,4:25:12,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,4:25:24,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:25:47,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:26:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:27:7,
no_root_found,N/A,يَتَّبِعُونَ,يتبعون,تَّبِعُ,تبع,1.000,4:27:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:29:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:30:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:30:10,
low_confidence,جتنب,تَجْتَنِبُوا,تجتنبوا,جْتَنِبُ,فعلل,0.697,4:31:2,جنب/فتعل@0.68 ; جتنب/فعلل@0.63 ; جتنب/فعلل@0.63
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:33:8,
no_root_found,N/A,فَالصَّالِحَاتُ,فالصالحات,صَالِحَ,صالح,1.000,4:34:15,
closed_class_surface,اللاتي,وَاللَّاتِي,واللاتي,اللَّاتِي,closed_class,1.000,4:34:22,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,4:36:23,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:37:1,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:38:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:42:3,
no_root_found,N/A,الْأَرْضُ,الأرض,أَرْضُ,ارض,1.000,4:42:10,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:43:2,
low_confidence,غتسل,تَغْتَسِلُوا,تغتسلوا,غْتَسِلُ,فعلل,0.697,4:43:19,غسل/فتعل@0.68 ; غتسل/فعلل@0.63 ; غتسل/فعلل@0.63
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:44:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:46:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:47:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:48:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:49:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:51:4,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,4:51:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:51:18,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:52:2,
no_root_found,N/A,الْمُلْكِ,الملك,مُلْكِ,ملك,1.000,4:53:5,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,4:54:13,
no_root_found,N/A,مُلْكَاً,ملكا,مُلْكَ,ملك,1.000,4:54:17,
no_root_found,N/A,بِجَهَنَّمَ,بجهنم,جَهَنَّمَ,جهنم,1.000,4:55:10,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:56:2,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:57:1,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,4:57:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:59:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:59:25,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:60:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:63:2,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,4:64:7,
no_root_found,N/A,وَيُسَلِّمُوا,ويسلموا,سَلِّمُ,سلم,1.000,4:65:18,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:69:7,
no_root_found,N/A,وَالصَّالِحِينَ,والصالحين,صَالِحِ,صالح,1.000,4:69:15,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:70:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:71:2,
low_confidence,بطء,لَيُبَطِّئَنَّ,ليبطئن,لَيُبَطِّئَنَّ,يفعلن,0.638,4:72:4,بطء/يفعلن@0.64 ; بطء/يفعلن@0.64 ; بطء/يفعلن@0.59
low_confidence,قيل,لَيَقُولَنَّ,ليقولن,لَيَقُولَنَّ,يفعلن,0.654,4:73:6,قول/يفعلن@0.64 ; قلو/يفعلن@0.61 ; قيل/يفعلن@0.61
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:74:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:75:13,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,4:75:18,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:76:1,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:76:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:77:4,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,4:78:14,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,4:78:22,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,4:81:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:83:19,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:84:16,
low_confidence,جمع,لَيَجْمَعَنَّكُمْ,ليجمعنكم,لَيَجْمَعَنَّ,يفعلن,0.638,4:87:6,جمع/يفعلن@0.64 ; جمع/يفعلن@0.64 ; جمع/يفعلن@0.64
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:90:2,
no_root_found,N/A,السَّلَمَ,السلم,سَلَمَ,سلم,1.000,4:90:30,
no_root_found,N/A,السَّلَمَ,السلم,سَلَمَ,سلم,1.000,4:91:20,
no_root_found,N/A,فَتَحْرِيرُ,فتحرير,حْرِيرُ,حرير,1.000,4:92:13,
no_root_found,N/A,فَتَحْرِيرُ,فتحرير,حْرِيرُ,حرير,1.000,4:92:31,
no_root_found,N/A,وَتَحْرِيرُ,وتحرير,حْرِيرُ,حرير,1.000,4:92:45,
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,4:93:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:94:2,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,4:94:26,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:97:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:97:14,
no_root_found,N/A,أَرْضُ,أرض,أَرْضُ,ارض,1.000,4:97:18,
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,4:97:25,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:100:8,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:101:4,
no_root_found,N/A,جُنَاحٌ,جناح,جُنَاحٌ,جناح,1.000,4:101:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:101:16,
low_confidence,لتقم,فَلْتَقُمْ,فلتقم,فَلْتَقُمْ,فعلل,0.628,4:102:7,لتقم/فعلل@0.63 ; لتقم/فعلال@0.58 ; لتقم/فعلال@0.58
low_confidence,لخذ,وَلْيَأْخُذُوا,وليأخذوا,وَلْيَأْخُذُ,فياعل,0.554,4:102:11,
low_confidence,ليصل,فَلْيُصَلُّوا,فليصلوا,فَلْيُصَلُّ,فعلل,0.628,4:102:23,لصل/فيعال@0.63 ; لصل/فيعال@0.63 ; ليصل/فعلال@0.63
low_confidence,لخذ,وَلْيَأْخُذُوا,وليأخذوا,وَلْيَأْخُذُ,فياعل,0.554,4:102:25,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:102:29,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,4:102:41,
no_root_found,N/A,مَطَرٍ,مطر,مَطَرٍ,مطر,1.000,4:102:48,
no_root_found,N/A,تَأْلَمُونَ,تألمون,أْلَمُ,الم,1.000,4:104:8,
no_root_found,N/A,يَأْلَمُونَ,يألمون,أْلَمُ,الم,1.000,4:104:10,
no_root_found,N/A,تَأْلَمُونَ,تألمون,أْلَمُ,الم,1.000,4:104:12,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:107:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:114:19,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,4:115:18,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:116:11,
low_confidence,غور,فَلَيُغَيِّرُنَّ,فليغيرن,لَيُغَيِّرُنَّ,يفعلن,0.699,4:119:8,غير/يفعلن@0.68 ; غور/يفعلن@0.65 ; غور/يفعلن@0.65
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,4:121:3,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:122:1,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,4:122:4,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,4:124:4,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,4:125:12,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,4:125:16,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:126:7,
closed_class_surface,اللاتي,اللَّاتِي,اللاتي,اللَّاتِي,closed_class,1.000,4:127:16,
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,4:128:10,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:131:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:131:10,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:131:28,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:132:7,
no_root_found,N/A,يُذْهِبْكُمْ,يذهبكم,ذْهِبْ,ذهب,1.000,4:133:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:133:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:135:2,
no_root_found,N/A,تَتَّبِعُوا,تتبعوا,تَّبِعُ,تبع,1.000,4:135:24,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:136:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,4:136:8,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,4:136:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:137:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:139:1,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,4:140:32,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:141:1,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:143:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:144:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:146:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:150:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:150:21,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,4:152:1,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,4:153:12,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:153:15,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:153:33,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,4:153:35,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,4:156:4,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,4:157:5,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,4:157:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:157:18,
low_confidence,ءمن,لَيُؤْمِنَنَّ,ليؤمنن,لَيُؤْمِنَنَّ,يفعلن,0.681,4:159:6,ءمن/يفعلن@0.64 ; ءمن/يفعلن@0.64 ; ءمن/يفعلن@0.64
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:160:3,
no_root_found,N/A,نُوحٍ,نوح,نُوحٍ,نوح,1.000,4:163:7,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,4:163:13,
no_root_found,N/A,وَإِسْمَاعِيلَ,وإسماعيل,إِسْمَاعِيلَ,اسماعيل,1.000,4:163:14,
no_root_found,N/A,وَإِسْحَاقَ,وإسحاق,إِسْحَاقَ,اسحاق,1.000,4:163:15,
no_root_found,N/A,وَيَعْقُوبَ,ويعقوب,يَعْقُوبَ,يعقوب,1.000,4:163:16,
no_root_found,N/A,وَعِيسَى,وعيسى,عِيسَى,عيسي,1.000,4:163:18,
no_root_found,N/A,وَأَيُّوبَ,وأيوب,أَيُّوبَ,ايوب,1.000,4:163:19,
no_root_found,N/A,وَيُونُسَ,ويونس,يُونُسَ,يونس,1.000,4:163:20,
no_root_found,N/A,وَهَارُونَ,وهارون,هَارُونَ,هارون,1.000,4:163:21,
no_root_found,N/A,وَسُلَيْمَانَ,وسليمان,سُلَيْمَانَ,سليمان,1.000,4:163:22,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,4:164:13,
no_root_found,N/A,حُجَّةٌ,حجة,حُجَّ,حج,1.000,4:165:9,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:167:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:168:2,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,4:169:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,4:169:8,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,4:170:19,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,4:171:15,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,4:171:17,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,4:171:23,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,4:171:50,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:173:2,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,4:173:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:173:12,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,4:175:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:1:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:2:2,
low_confidence,جرمن,يَجْرِمَنَّكُمْ,يجرمنكم,جْرِمَنَّ,فعلل,0.697,5:2:28,جرم/فعلن@0.68 ; جرمن/فعلل@0.63 ; جرمن/فعلل@0.63
no_root_found,N/A,الْمَسْجِدِ,المسجد,مَسْجِدِ,مسجد,1.000,5:2:34,
no_root_found,N/A,وَلَحْمُ,ولحم,لَحْمُ,لحم,1.000,5:3:5,
no_root_found,N/A,الْخِنْزِيرِ,الخنزير,خِنْزِيرِ,خنزير,1.000,5:3:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:3:33,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:5:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:5:19,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:6:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,5:7:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:8:2,
low_confidence,جرمن,يَجْرِمَنَّكُمْ,يجرمنكم,جْرِمَنَّ,فعلل,0.697,5:8:10,جرم/فعلن@0.68 ; جرمن/فعلل@0.63 ; جرمن/فعلل@0.63
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:9:3,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,5:9:6,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,5:10:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:11:2,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,5:12:6,
low_confidence,كفر,لَأُكَفِّرَنَّ,لأكفرن,لَأُكَفِّرَنَّ,افعلن,0.594,5:12:28,كفر/افعلن@0.55 ; كفر/افعلن@0.55 ; كفر/افعلن@0.55
low_confidence,دخل,وَلَأُدْخِلَنَّكُمْ,ولأدخلنكم,لَأُدْخِلَنَّ,افعلن,0.594,5:12:31,دخل/افعلن@0.59 ; دخل/افعلن@0.55 ; دخل/افعلن@0.55
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,5:12:40,
length_2_root_uncommon,زل,وَلَا تَزَالُ,ولا تزال,لَا تَزَالُ,افتعال,0.810,5:13:17, زل/افتعال@0.72 ;  زل/افتعال@0.68
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:14:2,
no_root_found,N/A,بِإِذْنِهِ,بإذنه,إِذْنِ,اذن,1.000,5:16:14,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:17:3,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,5:17:10,
no_root_found,N/A,يَمْلِكُ,يملك,مْلِكُ,ملك,1.000,5:17:13,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,5:17:23,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:17:27,
no_root_found,N/A,مُلْكُ,ملك,مُلْكُ,ملك,1.000,5:17:30,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,5:17:32,
no_root_found,N/A,مُلْكُ,ملك,مُلْكُ,ملك,1.000,5:18:24,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,5:18:26,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,5:20:3,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,5:21:3,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,5:21:5,
no_root_found,N/A,يَامُوسَى,ياموسى,مُوسَى,موسي,1.000,5:22:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:23:4,
no_root_found,N/A,يَامُوسَى,ياموسى,مُوسَى,موسي,1.000,5:24:2,
no_root_found,N/A,فَاذْهَبْ,فاذهب,ذْهَبْ,ذهب,1.000,5:24:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:26:9,
low_confidence,قتل,لَأَقْتُلَنَّكَ,لأقتلنك,لَأَقْتُلَنَّ,افعلن,0.638,5:27:18,قتل/افعلن@0.59 ; قتل/افعلن@0.59 ; قتل/افعلن@0.59
closed_class_surface,ذلك,وَذَلِكَ,وذلك,ذَلِكَ,closed_class,1.000,5:29:11,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:31:6,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,5:31:18,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,5:32:3,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,5:32:7,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:32:17,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,5:32:37,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:32:39,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:33:3,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:33:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:33:24,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,5:33:25,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:34:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:35:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:36:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,5:36:9,
no_root_found,N/A,مُلْكُ,ملك,مُلْكُ,ملك,1.000,5:40:6,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,5:40:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:41:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:41:10,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,5:41:18,
