ref,position,word,volume,topic_id,meaning_id,operator,vocalized_form,source_part,source_page,confidence
2:270,11,ۗ,0,ZERO,NO_MATCH,,,-,-,0.0
2:270,12,وَمَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:270,12,وَمَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:270,12,وَمَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:270,12,وَمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:270,12,وَمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:270,12,وَمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:270,12,وَمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:270,12,وَمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_MILK,لِ,لِ,3,210,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_IKHTISAS,لِ,لِ,3,212,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_TAALIL,لِ,لِ,3,214,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_AAQIBA,لِ,لِ,3,216,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_TAWKID,لِ,لِ,3,220,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_TABLEEGH,لِ,لِ,3,221,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_JUHOOD,لِ,لِ,3,222,0.8
2:270,13,لِلظَّٰلِمِينَ,3,PREP_LAM,LAM_TAKHALLUS,لِ,لِ,224,0.85,0.8
2:270,13,لِلظَّٰلِمِينَ,4,JAZM_LAM_AMR,LAM_AMR,لِ,لِ,4,20,0.8
2:270,13,لِلظَّٰلِمِينَ,4,SHART_LAM_JAWAB,LAM_JAWAB_LAW,لَ,لَ,4,72,0.8
2:270,13,لِلظَّٰلِمِينَ,4,SHART_LAM_JAWAB,LAM_JAWAB_QASAM,لَ,لَ,4,75,0.8
2:270,13,لِلظَّٰلِمِينَ,4,SHART_LAM_JAWAB,LAM_IBTIDA,لَ,لَ,4,77,0.8
2:270,13,لِلظَّٰلِمِينَ,4,QASAM_JAWAB,LAM_JAWAB_QASAM_MUTHBAT,لَ,لَ,4,131,0.8
2:270,14,مِنْ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:270,14,مِنْ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:270,14,مِنْ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:270,14,مِنْ,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:270,14,مِنْ,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:270,14,مِنْ,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:270,14,مِنْ,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:270,14,مِنْ,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:270,14,مِنْ,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:270,15,أَنصَارٍ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,0,إِن,4,SHART_IN,IN_SHART_JAZIM,إِن,إِنْ,4,35,0.95
2:271,0,إِن,4,QASAM_JAWAB,IN_JAWAB_QASAM,إِنّ,إِنَّ,4,134,0.95
2:271,1,تُبْدُوا۟,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,2,ٱلصَّدَقَٰتِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,3,فَنِعِمَّا,4,SHART_FA_IDH,FA_RABITA_JAWAB,فَ,فَ,4,85,0.8
2:271,4,هِىَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,5,ۖ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,6,وَإِن,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:271,6,وَإِن,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:271,6,وَإِن,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:271,6,وَإِن,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:271,6,وَإِن,4,SHART_IN,IN_SHART_JAZIM,إِن,إِنْ,4,35,0.85
2:271,6,وَإِن,4,QASAM_JAWAB,IN_JAWAB_QASAM,إِنّ,إِنَّ,4,134,0.85
2:271,7,تُخْفُوهَا,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,8,وَتُؤْتُوهَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:271,8,وَتُؤْتُوهَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:271,8,وَتُؤْتُوهَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:271,9,ٱلْفُقَرَآءَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,10,فَهُوَ,4,SHART_FA_IDH,FA_RABITA_JAWAB,فَ,فَ,4,85,0.8
2:271,10,فَهُوَ,1,PRONOUN,3RD_SG_M_SUBJ,هُوَ,هُوَ,1,35,0.85
2:271,10,فَهُوَ,1,PRONOUN_SHAAN,SHAAN_3RD_M,هُوَ,هُوَ,1,57,0.85
2:271,11,خَيْرٌ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_MILK,لِ,لِ,3,210,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_IKHTISAS,لِ,لِ,3,212,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_TAALIL,لِ,لِ,3,214,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_AAQIBA,لِ,لِ,3,216,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_TAWKID,لِ,لِ,3,220,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_TABLEEGH,لِ,لِ,3,221,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_JUHOOD,لِ,لِ,3,222,0.8
2:271,12,لَّكُمْ,3,PREP_LAM,LAM_TAKHALLUS,لِ,لِ,224,0.85,0.8
2:271,12,لَّكُمْ,4,JAZM_LAM_AMR,LAM_AMR,لِ,لِ,4,20,0.8
2:271,12,لَّكُمْ,4,SHART_LAM_JAWAB,LAM_JAWAB_LAW,لَ,لَ,4,72,0.8
2:271,12,لَّكُمْ,4,SHART_LAM_JAWAB,LAM_JAWAB_QASAM,لَ,لَ,4,75,0.8
2:271,12,لَّكُمْ,4,SHART_LAM_JAWAB,LAM_IBTIDA,لَ,لَ,4,77,0.8
2:271,12,لَّكُمْ,4,QASAM_JAWAB,LAM_JAWAB_QASAM_MUTHBAT,لَ,لَ,4,131,0.8
2:271,13,ۚ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,14,وَيُكَفِّرُ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:271,14,وَيُكَفِّرُ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:271,14,وَيُكَفِّرُ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:271,15,عَنكُم,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,16,مِّن,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:271,16,مِّن,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:271,16,مِّن,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:271,16,مِّن,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:271,16,مِّن,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:271,16,مِّن,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:271,16,مِّن,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:271,16,مِّن,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:271,16,مِّن,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:271,17,سَيِّـَٔاتِكُمْ,4,SIN_SAWFA,SIN_TANFEES_QAREEB,سَ,سَ,4,170,0.8
2:271,18,ۗ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,19,وَٱللَّهُ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:271,19,وَٱللَّهُ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:271,19,وَٱللَّهُ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:271,20,بِمَا,3,PREP_BA,BA_ILSAQ,بِ,بِ,3,160,0.8
2:271,20,بِمَا,3,PREP_BA,BA_ISTIANA,بِ,بِ,3,162,0.8
2:271,20,بِمَا,3,PREP_BA,BA_SABABIYYA,بِ,بِ,3,164,0.8
2:271,20,بِمَا,3,PREP_BA,BA_MUSAHABA,بِ,بِ,3,166,0.8
2:271,20,بِمَا,3,PREP_BA,BA_ZARFIYYA,بِ,بِ,3,167,0.8
2:271,20,بِمَا,3,PREP_BA,BA_BADAL,بِ,بِ,3,168,0.8
2:271,20,بِمَا,3,PREP_BA,BA_MUQABALA,بِ,بِ,3,168,0.8
2:271,20,بِمَا,3,PREP_BA,BA_QASAM,بِ,بِ,3,170,0.8
2:271,20,بِمَا,3,PREP_BA,BA_TAADIYA,بِ,بِ,3,172,0.8
2:271,20,بِمَا,3,PREP_BA,BA_ZAIDA,بِ,بِ,3,174,0.8
2:271,20,بِمَا,4,QASAM_PARTICLES,QASAM_BA,بِ,بِ,4,127,0.8
2:271,20,بِمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:271,20,بِمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:271,20,بِمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:271,20,بِمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:271,20,بِمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:271,21,تَعْمَلُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:271,22,خَبِيرٌ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_MILK,لِ,لِ,3,210,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_IKHTISAS,لِ,لِ,3,212,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_TAALIL,لِ,لِ,3,214,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_AAQIBA,لِ,لِ,3,216,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_TAWKID,لِ,لِ,3,220,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_TABLEEGH,لِ,لِ,3,221,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_JUHOOD,لِ,لِ,3,222,0.8
2:272,0,لَّيْسَ,3,PREP_LAM,LAM_TAKHALLUS,لِ,لِ,224,0.85,0.8
2:272,0,لَّيْسَ,4,JAZM_LAM_AMR,LAM_AMR,لِ,لِ,4,20,0.8
2:272,0,لَّيْسَ,4,SHART_LAM_JAWAB,LAM_JAWAB_LAW,لَ,لَ,4,72,0.8
2:272,0,لَّيْسَ,4,SHART_LAM_JAWAB,LAM_JAWAB_QASAM,لَ,لَ,4,75,0.8
2:272,0,لَّيْسَ,4,SHART_LAM_JAWAB,LAM_IBTIDA,لَ,لَ,4,77,0.8
2:272,0,لَّيْسَ,4,QASAM_JAWAB,LAM_JAWAB_QASAM_MUTHBAT,لَ,لَ,4,131,0.8
2:272,1,عَلَيْكَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,2,هُدَىٰهُمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,3,وَلَٰكِنَّ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,3,وَلَٰكِنَّ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,3,وَلَٰكِنَّ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,4,ٱللَّهَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,5,يَهْدِى,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,6,مَن,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:272,6,مَن,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:272,6,مَن,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:272,6,مَن,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:272,6,مَن,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:272,6,مَن,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:272,6,مَن,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:272,6,مَن,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:272,6,مَن,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:272,7,يَشَآءُ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,8,ۗ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,9,وَمَا,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:272,9,وَمَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,9,وَمَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,9,وَمَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,9,وَمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:272,9,وَمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:272,9,وَمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:272,9,وَمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:272,9,وَمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:272,10,تُنفِقُوا۟,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,11,مِنْ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:272,11,مِنْ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:272,11,مِنْ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:272,11,مِنْ,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:272,11,مِنْ,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:272,11,مِنْ,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:272,11,مِنْ,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:272,11,مِنْ,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:272,11,مِنْ,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:272,12,خَيْرٍ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,13,فَلِأَنفُسِكُمْ,4,SHART_FA_IDH,FA_RABITA_JAWAB,فَ,فَ,4,85,0.8
2:272,14,ۚ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,15,وَمَا,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:272,15,وَمَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,15,وَمَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,15,وَمَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,15,وَمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:272,15,وَمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:272,15,وَمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:272,15,وَمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:272,15,وَمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:272,16,تُنفِقُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,17,إِلَّا,4,JAZM_LA_NAHIYA,LA_NAHIYA,لا,لا,4,22,0.85
2:272,18,ٱبْتِغَآءَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,19,وَجْهِ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,19,وَجْهِ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,19,وَجْهِ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,20,ٱللَّهِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,21,ۚ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,22,وَمَا,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:272,22,وَمَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,22,وَمَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,22,وَمَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,22,وَمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:272,22,وَمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:272,22,وَمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:272,22,وَمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:272,22,وَمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:272,23,تُنفِقُوا۟,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,24,مِنْ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:272,24,مِنْ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:272,24,مِنْ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:272,24,مِنْ,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:272,24,مِنْ,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:272,24,مِنْ,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:272,24,مِنْ,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:272,24,مِنْ,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:272,24,مِنْ,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:272,25,خَيْرٍ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,26,يُوَفَّ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,27,إِلَيْكُمْ,0,ZERO,NO_MATCH,,,-,-,0.0
2:272,28,وَأَنتُمْ,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:272,28,وَأَنتُمْ,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:272,28,وَأَنتُمْ,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:272,28,وَأَنتُمْ,1,PRONOUN,2ND_PL_M_SUBJ,أَنتُم,أَنْتُمْ,1,35,0.85
2:272,29,لَا,4,JAZM_LA_NAHIYA,LA_NAHIYA,لا,لا,4,22,0.95
2:272,30,تُظْلَمُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_MILK,لِ,لِ,3,210,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_IKHTISAS,لِ,لِ,3,212,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_TAALIL,لِ,لِ,3,214,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_AAQIBA,لِ,لِ,3,216,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_TAWKID,لِ,لِ,3,220,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_TABLEEGH,لِ,لِ,3,221,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_JUHOOD,لِ,لِ,3,222,0.8
2:273,0,لِلْفُقَرَآءِ,3,PREP_LAM,LAM_TAKHALLUS,لِ,لِ,224,0.85,0.8
2:273,0,لِلْفُقَرَآءِ,4,JAZM_LAM_AMR,LAM_AMR,لِ,لِ,4,20,0.8
2:273,0,لِلْفُقَرَآءِ,4,SHART_LAM_JAWAB,LAM_JAWAB_LAW,لَ,لَ,4,72,0.8
2:273,0,لِلْفُقَرَآءِ,4,SHART_LAM_JAWAB,LAM_JAWAB_QASAM,لَ,لَ,4,75,0.8
2:273,0,لِلْفُقَرَآءِ,4,SHART_LAM_JAWAB,LAM_IBTIDA,لَ,لَ,4,77,0.8
2:273,0,لِلْفُقَرَآءِ,4,QASAM_JAWAB,LAM_JAWAB_QASAM_MUTHBAT,لَ,لَ,4,131,0.8
2:273,1,ٱلَّذِينَ,1,RELATIVE,REL_PL_M,الَّذينَ,الَّذِينَ,1,119,0.95
2:273,2,أُحْصِرُوا۟,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,3,فِى,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,4,سَبِيلِ,4,SIN_SAWFA,SIN_TANFEES_QAREEB,سَ,سَ,4,170,0.8
2:273,5,ٱللَّهِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,6,لَا,4,JAZM_LA_NAHIYA,LA_NAHIYA,لا,لا,4,22,0.95
2:273,7,يَسْتَطِيعُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,8,ضَرْبًا,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,9,فِى,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,10,ٱلْأَرْضِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,11,يَحْسَبُهُمُ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,12,ٱلْجَاهِلُ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,13,أَغْنِيَآءَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,14,مِنَ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:273,14,مِنَ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:273,14,مِنَ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
2:273,14,مِنَ,3,PREP_MIN,MIN_TABEEDH,مِن,مِنْ,3,79,0.95
2:273,14,مِنَ,3,PREP_MIN,MIN_BAYAN,مِن,مِنْ,3,82,0.92
2:273,14,مِنَ,3,PREP_MIN,MIN_BADAL,مِن,مِنْ,3,84,0.9
2:273,14,مِنَ,3,PREP_MIN,MIN_SABABIYYA,مِن,مِنْ,3,86,0.92
2:273,14,مِنَ,3,PREP_MIN,MIN_ZAIDA,مِن,مِنْ,3,89,0.88
2:273,14,مِنَ,4,SHART_MAN,MAN_SHART,مَن,مَنْ,4,40,0.95
2:273,15,ٱلتَّعَفُّفِ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,16,تَعْرِفُهُم,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_ILSAQ,بِ,بِ,3,160,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_ISTIANA,بِ,بِ,3,162,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_SABABIYYA,بِ,بِ,3,164,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_MUSAHABA,بِ,بِ,3,166,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_ZARFIYYA,بِ,بِ,3,167,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_BADAL,بِ,بِ,3,168,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_MUQABALA,بِ,بِ,3,168,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_QASAM,بِ,بِ,3,170,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_TAADIYA,بِ,بِ,3,172,0.8
2:273,17,بِسِيمَٰهُمْ,3,PREP_BA,BA_ZAIDA,بِ,بِ,3,174,0.8
2:273,17,بِسِيمَٰهُمْ,4,QASAM_PARTICLES,QASAM_BA,بِ,بِ,4,127,0.8
2:273,18,لَا,4,JAZM_LA_NAHIYA,LA_NAHIYA,لا,لا,4,22,0.95
2:273,19,يَسْـَٔلُونَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,20,ٱلنَّاسَ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,21,إِلْحَافًا,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,22,ۗ,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,23,وَمَا,3,WAW_ATAF,INJECTED:waw_atf_same_pattern,و,وَ,3,-,0.85
2:273,23,وَمَا,3,PREP_WAW,WAW_QASAM,وَ,وَ,3,99,0.8
2:273,23,وَمَا,3,PREP_WAW,WAW_RUBBA,وَ,وَ,103,0.85,0.8
2:273,23,وَمَا,4,QASAM_PARTICLES,QASAM_WAW,وَ,وَ,4,125,0.8
2:273,23,وَمَا,1,RELATIVE,REL_GENERAL_NON_RATIONAL,ما,مَا,1,120,0.85
2:273,23,وَمَا,4,SHART_MA,MA_SHART,ما,مَا,4,42,0.85
2:273,23,وَمَا,4,SHART_MA_ZAIDA,MA_ZAIDA_BAAD_IN,ما,مَا,4,80,0.85
2:273,23,وَمَا,4,QASAM_JAWAB,MA_JAWAB_QASAM_MANFI,ما,مَا,4,133,0.85
2:273,23,وَمَا,4,TAJAUB,TAJAUB_MA_AFAL,ما,مَا,4,140,0.85
2:273,24,تُنفِقُوا۟,0,ZERO,NO_MATCH,,,-,-,0.0
2:273,25,مِنْ,1,RELATIVE,REL_GENERAL_RATIONAL,مَن,مَنْ,1,120,0.95
2:273,25,مِنْ,3,PREP_MIN,MIN_IBTIDA_MAKAN,مِن,مِنْ,3,75,0.95
2:273,25,مِنْ,3,PREP_MIN,MIN_IBTIDA_ZAMAN,مِن,مِنْ,3,76,0.95
